record_id,timestamp,corridor_id,junction_sequence,num_junctions,junction_spacing_m,corridor_length_km,cycle_time_sec,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,ideal_offset_sec,applied_offset_sec,offset_accuracy,green_wave_success,stops_avoided,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
GW106122,2025-06-01 21:11:46,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,733.0,2.2,100,Weekend,False,Rain,True,10.2,False,False,False,79.4,79.7,0.996,True,4,0.151,31.6,2.9,255.8,0.203,0.47,0.916,Light rain detected - minor speed reduction advised
GW106123,2026-06-12 15:22:33,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,664.0,3.32,100,Weekday,False,Heavy Rain,True,42.9,False,True,False,82.6,90.0,0.893,False,4,0.724,17.9,26.0,653.2,0.424,0.98,0.908,Bus priority granted - green extension issued to reduce transit delay
GW106124,2025-09-03 10:34:59,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,673.0,3.37,120,Weekday,False,Rain,True,11.7,False,False,False,89.8,90.0,0.891,False,5,0.745,16.2,51.2,794.4,0.442,1.022,0.903,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106125,2025-03-30 11:41:51,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,626.0,1.88,90,Weekend,True,Clear,False,0.0,False,False,False,60.9,63.1,0.965,True,4,0.199,34.5,7.6,205.9,0.188,0.434,0.914,Green wave coordination successful - maintain current corridor offset
GW106126,2025-12-07 11:31:30,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,661.0,1.98,100,Weekend,False,Clear,False,0.0,False,False,False,67.2,73.8,0.903,True,4,0.128,33.0,7.3,213.8,0.178,0.412,0.956,Green wave coordination successful - maintain current corridor offset
GW106127,2025-01-04 11:16:35,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,838.0,1.68,120,Weekend,False,Clear,False,0.0,False,True,True,74.2,90.0,0.704,False,1,0.083,37.0,6.7,170.7,0.144,0.332,0.902,Ambulance priority active - all conflicting signals preempted for corridor clearance
GW106128,2025-12-09 19:25:50,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,390.0,0.78,110,Weekday,False,Clear,False,0.0,False,False,False,46.0,70.9,0.459,False,1,0.957,11.8,62.2,290.2,0.158,0.365,0.919,Heavy congestion detected - signal timing extended and reroute suggested
GW106129,2025-02-26 07:34:30,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,796.0,2.39,120,Weekday,False,Clear,False,0.0,False,False,False,89.8,90.0,0.917,True,4,0.282,30.1,16.0,303.0,0.242,0.558,0.968,Green wave coordination successful - maintain current corridor offset
GW106130,2025-05-26 17:28:23,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,657.0,2.63,90,Weekday,False,Fog,False,0.0,False,False,False,86.9,90.0,0.888,False,2,0.83,14.2,42.2,728.1,0.373,0.862,0.965,Heavy congestion detected - signal timing extended and reroute suggested
GW106131,2025-05-28 16:31:00,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,748.0,2.99,90,Weekday,False,Clear,False,0.0,False,True,False,97.2,90.0,0.952,True,5,0.277,26.9,8.3,410.3,0.312,0.72,0.979,Bus priority granted - green extension issued to reduce transit delay
GW106132,2025-09-30 17:47:26,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,699.0,3.5,90,Weekday,False,Rain,True,7.6,False,False,False,110.9,90.0,0.975,False,3,1.0,7.7,49.6,1607.7,0.498,1.149,0.844,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106133,2025-02-16 19:19:30,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,462.0,0.92,110,Weekend,False,Clear,False,0.0,True,True,False,83.5,74.2,0.889,False,0,1.0,6.7,36.3,524.1,0.152,0.35,0.726,Accident detected nearby - reroute and reduced speed advised
GW106134,2025-05-13 15:00:59,Hosur_Rd,Silk Board -> Electronic City Toll,2,652.0,0.65,110,Weekday,False,Clear,False,0.0,False,False,False,74.7,75.8,0.985,True,2,0.122,30.3,9.5,81.1,0.068,0.158,0.972,Green wave coordination successful - maintain current corridor offset
GW106135,2025-12-02 07:44:36,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,512.0,2.56,120,Weekday,False,Clear,False,0.0,False,False,False,52.9,57.6,0.912,True,6,0.285,32.8,21.8,328.4,0.266,0.613,0.949,Green wave coordination successful - maintain current corridor offset
GW106136,2026-01-27 17:03:23,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,459.0,1.38,120,Weekday,True,Clear,False,0.0,False,False,False,67.0,86.3,0.712,False,3,0.943,10.0,61.6,621.4,0.228,0.527,0.868,Festival crowd surge detected - alternate route and extended cycle recommended
GW106137,2025-04-05 10:16:03,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,481.0,1.44,100,Weekend,False,Clear,False,0.0,False,True,False,50.4,46.1,0.915,True,4,0.239,32.6,8.7,164.6,0.154,0.355,0.958,Bus priority granted - green extension issued to reduce transit delay
GW106138,2026-06-21 14:59:08,Hosur_Rd,Silk Board -> Electronic City Toll,2,453.0,0.45,100,Weekend,False,Rain,True,11.7,False,False,False,43.6,43.2,0.992,True,2,0.116,37.3,7.2,49.1,0.039,0.09,0.915,Light rain detected - minor speed reduction advised
GW106139,2025-01-16 10:01:50,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,541.0,1.08,110,Weekday,False,Clear,False,0.0,False,False,False,67.7,53.8,0.794,False,0,0.842,14.7,47.8,310.9,0.17,0.394,0.922,Heavy congestion detected - signal timing extended and reroute suggested
GW106140,2025-01-21 08:29:08,Hosur_Rd,Silk Board -> Electronic City Toll,2,210.0,0.21,100,Weekday,False,Clear,False,0.0,False,False,False,31.3,21.3,0.679,False,0,1.0,8.2,53.0,152.0,0.049,0.113,0.902,Heavy congestion detected - signal timing extended and reroute suggested
GW106141,2025-07-09 10:17:08,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,461.0,1.38,90,Weekday,False,Clear,False,0.0,False,True,False,60.0,69.1,0.847,False,3,0.721,17.2,25.5,312.2,0.199,0.459,0.96,Bus priority granted - green extension issued to reduce transit delay
GW106142,2026-04-25 14:57:00,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,577.0,1.73,90,Weekend,False,Clear,False,0.0,False,False,False,50.5,50.0,0.991,True,4,0.093,39.4,7.4,169.8,0.152,0.351,0.939,Green wave coordination successful - maintain current corridor offset
GW106143,2025-11-16 19:48:48,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,556.0,2.78,110,Weekend,False,Clear,False,0.0,False,False,False,62.2,64.7,0.96,True,6,0.229,31.9,13.7,307.4,0.27,0.624,0.981,Green wave coordination successful - maintain current corridor offset
GW106144,2025-09-02 09:51:59,Hosur_Rd,Silk Board -> Electronic City Toll,2,373.0,0.37,110,Weekday,False,Rain,True,14.6,False,False,False,44.7,31.3,0.701,False,0,0.905,13.4,55.5,159.8,0.087,0.2,0.908,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106145,2025-12-26 09:53:39,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,582.0,1.16,110,Weekday,True,Clear,False,0.0,False,False,False,74.9,64.6,0.862,False,1,1.0,9.5,56.5,486.1,0.178,0.411,0.886,Festival crowd surge detected - alternate route and extended cycle recommended
GW106146,2026-03-14 07:12:26,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,690.0,1.38,100,Weekend,False,Clear,False,0.0,False,False,False,65.3,68.2,0.956,True,3,0.165,36.9,12.6,158.3,0.139,0.321,0.957,Green wave coordination successful - maintain current corridor offset
GW106147,2026-05-19 17:08:20,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,678.0,2.03,110,Weekday,False,Clear,False,0.0,False,False,False,80.1,85.9,0.927,False,3,0.745,18.3,43.2,415.8,0.262,0.605,0.964,Moderate traffic flow - standard adaptive signal timing in effect
GW106148,2025-02-11 12:23:25,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,467.0,1.87,120,Weekday,False,Clear,False,0.0,False,True,False,54.9,51.2,0.931,True,5,0.087,29.8,5.7,236.6,0.167,0.385,0.954,Bus priority granted - green extension issued to reduce transit delay
GW106149,2025-01-28 22:55:57,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,633.0,2.53,120,Weekday,False,Clear,False,0.0,False,False,False,60.1,61.7,0.973,True,5,0.071,36.7,4.7,259.1,0.213,0.492,0.976,Green wave coordination successful - maintain current corridor offset
GW106150,2026-01-28 08:38:40,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,592.0,2.37,100,Weekday,False,Clear,False,0.0,False,False,False,72.1,80.9,0.879,False,3,0.982,10.6,57.8,902.7,0.332,0.767,0.89,Heavy congestion detected - signal timing extended and reroute suggested
GW106151,2026-02-11 19:42:09,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,449.0,1.35,110,Weekday,False,Clear,False,0.0,False,True,False,57.6,65.6,0.863,False,2,0.711,17.7,30.3,294.8,0.196,0.454,0.944,Bus priority granted - green extension issued to reduce transit delay
GW106152,2026-06-12 16:47:18,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,482.0,0.96,90,Weekday,False,Rain,True,23.5,False,True,False,63.6,56.2,0.885,False,2,0.885,12.7,27.9,300.0,0.139,0.321,0.877,Bus priority granted - green extension issued to reduce transit delay
GW106153,2025-03-09 17:35:31,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,458.0,0.92,110,Weekend,False,Clear,False,0.0,False,False,False,48.2,49.1,0.981,True,3,0.286,32.9,18.4,126.1,0.088,0.204,0.96,Green wave coordination successful - maintain current corridor offset
GW106154,2025-06-03 18:02:26,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,472.0,1.42,110,Weekday,False,Clear,False,0.0,False,False,False,59.3,55.5,0.935,False,2,0.89,13.2,59.4,440.7,0.232,0.537,0.927,Heavy congestion detected - signal timing extended and reroute suggested
GW106155,2025-01-22 16:38:09,Hosur_Rd,Silk Board -> Electronic City Toll,2,652.0,0.65,100,Weekday,False,Clear,False,0.0,False,True,False,73.8,73.0,0.989,True,2,0.244,30.9,7.3,72.9,0.062,0.142,0.952,Bus priority granted - green extension issued to reduce transit delay
GW106156,2025-05-22 16:27:43,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,643.0,2.57,110,Weekday,False,Clear,False,0.0,False,False,False,68.9,70.3,0.981,True,5,0.234,32.4,13.8,303.8,0.27,0.624,0.958,Green wave coordination successful - maintain current corridor offset
GW106157,2025-03-28 17:38:31,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,618.0,1.85,100,Weekday,False,Clear,False,0.0,False,True,False,76.6,66.4,0.867,False,2,0.796,16.1,27.7,425.3,0.234,0.542,0.972,Bus priority granted - green extension issued to reduce transit delay
GW106158,2025-05-17 19:09:00,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,361.0,1.45,120,Weekend,False,Clear,False,0.0,False,False,False,41.4,46.6,0.873,False,2,0.685,20.5,50.3,312.8,0.209,0.484,0.942,Moderate traffic flow - standard adaptive signal timing in effect
GW106159,2025-09-05 13:51:35,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,369.0,1.11,110,Weekday,True,Clear,False,0.0,False,False,False,32.3,29.7,0.92,True,4,0.169,38.4,2.0,103.8,0.108,0.251,0.942,Green wave coordination successful - maintain current corridor offset
GW106160,2025-06-06 17:10:04,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,631.0,1.89,110,Weekday,False,Clear,False,0.0,False,True,False,73.5,67.6,0.919,False,3,0.742,18.6,28.7,387.9,0.257,0.594,0.948,Bus priority granted - green extension issued to reduce transit delay
GW106161,2026-03-28 17:26:05,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,487.0,0.97,100,Weekend,False,Clear,False,0.0,False,True,False,52.4,57.5,0.904,True,3,0.254,31.8,6.4,121.1,0.114,0.264,0.965,Bus priority granted - green extension issued to reduce transit delay
GW106162,2025-11-29 08:31:01,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,560.0,1.68,120,Weekend,False,Clear,False,0.0,False,True,False,64.8,62.6,0.966,False,1,0.651,21.1,27.2,323.6,0.218,0.505,0.957,Bus priority granted - green extension issued to reduce transit delay
GW106163,2025-10-28 17:28:45,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,540.0,1.08,90,Weekday,False,Clear,False,0.0,False,False,False,64.9,63.1,0.973,False,0,0.862,14.7,48.8,315.6,0.17,0.393,0.95,Heavy congestion detected - signal timing extended and reroute suggested
GW106164,2026-04-01 08:38:05,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,731.0,1.46,110,Weekday,False,Clear,False,0.0,False,True,False,97.2,90.0,0.918,False,2,0.949,10.8,40.2,519.5,0.208,0.481,0.942,Bus priority granted - green extension issued to reduce transit delay
GW106165,2025-03-30 13:42:41,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,469.0,1.41,110,Weekend,True,Clear,False,0.0,False,True,False,47.5,46.2,0.973,True,4,0.154,34.2,4.9,155.7,0.127,0.294,0.908,Bus priority granted - green extension issued to reduce transit delay
GW106166,2026-06-24 15:15:35,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,645.0,1.29,120,Weekday,False,Rain,True,17.6,False,False,False,89.6,90.0,0.95,True,3,0.203,25.6,18.3,192.2,0.129,0.297,0.942,Light rain detected - minor speed reduction advised
GW106167,2025-05-24 19:24:47,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,509.0,1.53,100,Weekend,False,Heavy Rain,True,31.5,False,False,False,66.2,69.8,0.946,False,0,0.948,11.0,55.7,559.6,0.234,0.541,0.867,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106168,2025-01-21 06:10:42,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,688.0,1.38,90,Weekday,False,Clear,False,0.0,False,True,False,72.1,75.5,0.953,True,3,0.107,33.7,4.1,149.5,0.123,0.285,0.971,Bus priority granted - green extension issued to reduce transit delay
GW106169,2025-09-13 12:19:43,Hosur_Rd,Silk Board -> Electronic City Toll,2,672.0,0.67,110,Weekend,False,Heavy Rain,True,97.3,False,False,False,75.6,75.2,0.995,True,2,0.163,30.1,5.8,81.3,0.065,0.151,0.923,Light rain detected - minor speed reduction advised
GW106170,2026-05-14 12:05:06,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,553.0,2.76,120,Weekday,False,Clear,False,0.0,False,False,False,49.5,52.3,0.943,True,6,0.088,38.3,3.8,272.0,0.238,0.55,0.956,Green wave coordination successful - maintain current corridor offset
GW106171,2025-10-18 19:10:01,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,703.0,2.11,90,Weekend,False,Rain,True,23.8,False,False,False,95.8,90.0,0.942,False,2,0.849,13.3,43.9,596.8,0.298,0.689,0.897,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106172,2025-09-21 18:01:08,Hosur_Rd,Silk Board -> Electronic City Toll,2,504.0,0.5,120,Weekend,False,Clear,False,0.0,False,False,False,62.4,60.4,0.968,False,1,0.667,19.3,46.4,142.5,0.072,0.167,0.959,Moderate traffic flow - standard adaptive signal timing in effect
GW106173,2025-05-26 17:51:50,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,591.0,1.77,120,Weekday,False,Clear,False,0.0,False,False,False,71.2,68.6,0.963,False,3,0.903,13.4,67.0,579.0,0.275,0.636,0.939,Heavy congestion detected - signal timing extended and reroute suggested
GW106174,2025-12-12 08:43:24,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,491.0,0.98,90,Weekday,False,Light Rain,True,4.3,False,False,False,65.8,66.1,0.996,False,1,1.0,9.1,49.4,427.4,0.182,0.42,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106175,2026-03-20 00:53:51,Hosur_Rd,Silk Board -> Electronic City Toll,2,415.0,0.41,120,Weekday,True,Clear,False,0.0,False,False,False,38.7,38.6,0.997,True,2,0.153,36.4,9.1,50.5,0.04,0.092,0.928,Green wave coordination successful - maintain current corridor offset
GW106176,2026-01-10 19:56:32,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,513.0,2.05,120,Weekend,False,Clear,False,0.0,False,False,False,71.3,71.9,0.991,True,5,0.238,24.8,23.5,325.6,0.225,0.52,0.959,Green wave coordination successful - maintain current corridor offset
GW106177,2025-03-08 09:12:24,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,635.0,1.27,120,Weekend,False,Clear,False,0.0,False,False,False,90.4,80.2,0.887,False,0,0.714,15.9,47.0,343.8,0.194,0.447,0.954,Moderate traffic flow - standard adaptive signal timing in effect
GW106178,2025-07-20 12:27:16,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,352.0,1.06,110,Weekend,False,Rain,True,13.6,False,False,False,32.6,32.6,0.998,True,4,0.14,36.3,2.5,101.9,0.105,0.243,0.882,Light rain detected - minor speed reduction advised
GW106179,2025-05-18 19:21:29,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,542.0,2.71,120,Weekend,False,Clear,False,0.0,False,False,False,75.0,69.1,0.922,True,6,0.268,24.1,12.4,430.3,0.27,0.624,0.94,Green wave coordination successful - maintain current corridor offset
GW106180,2025-09-23 13:11:39,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,641.0,1.92,90,Weekday,False,Clear,False,0.0,False,False,False,72.8,72.6,0.997,True,4,0.086,30.3,4.2,225.4,0.18,0.415,0.969,Green wave coordination successful - maintain current corridor offset
GW106181,2025-02-13 18:54:53,Hosur_Rd,Silk Board -> Electronic City Toll,2,652.0,0.65,90,Weekday,False,Clear,False,0.0,False,True,False,89.2,90.0,0.774,False,1,0.954,10.3,31.2,279.6,0.094,0.217,0.925,Bus priority granted - green extension issued to reduce transit delay
GW106182,2025-08-24 16:03:02,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,526.0,2.11,110,Weekend,False,Heavy Rain,True,28.5,False,True,False,55.5,54.5,0.982,True,5,0.251,32.7,10.9,224.6,0.224,0.517,0.898,Bus priority granted - green extension issued to reduce transit delay
GW106183,2026-03-16 16:53:08,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,478.0,1.91,100,Weekday,False,Clear,False,0.0,False,False,False,50.7,53.8,0.937,False,4,0.667,22.6,35.2,335.2,0.244,0.565,0.946,Moderate traffic flow - standard adaptive signal timing in effect
GW106184,2026-04-30 17:43:48,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,454.0,1.36,100,Weekday,False,Clear,False,0.0,False,True,False,75.6,76.7,0.986,False,3,0.927,9.1,31.7,581.8,0.201,0.464,0.94,Bus priority granted - green extension issued to reduce transit delay
GW106185,2026-03-13 19:38:15,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,338.0,0.68,110,Weekday,False,Clear,False,0.0,False,True,False,42.1,38.6,0.918,False,0,0.873,13.8,36.5,218.8,0.108,0.249,0.948,Bus priority granted - green extension issued to reduce transit delay
GW106186,2025-12-06 07:10:13,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,423.0,1.27,120,Weekend,False,Clear,False,0.0,False,False,False,48.6,44.3,0.91,True,4,0.136,28.9,7.5,170.7,0.127,0.292,0.99,Green wave coordination successful - maintain current corridor offset
GW106187,2026-02-05 17:17:41,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,725.0,2.9,90,Weekday,False,Light Rain,True,0.3,False,False,False,81.6,58.1,0.712,False,2,0.913,14.0,47.1,780.4,0.397,0.916,0.896,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW106188,2025-05-28 21:45:30,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,298.0,0.89,100,Weekday,False,Clear,False,0.0,False,True,False,40.1,42.2,0.948,True,4,0.102,24.8,5.0,142.3,0.081,0.188,0.957,Bus priority granted - green extension issued to reduce transit delay
GW106189,2025-08-22 23:41:30,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,377.0,1.51,100,Weekday,False,Clear,False,0.0,False,False,False,35.3,37.0,0.952,True,5,0.053,37.5,2.0,153.4,0.136,0.315,0.943,Green wave coordination successful - maintain current corridor offset
GW106190,2025-03-24 19:52:10,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,686.0,3.43,110,Weekday,False,Clear,False,0.0,False,True,False,80.1,81.0,0.99,False,0,0.688,20.0,28.6,652.3,0.441,1.019,0.955,Bus priority granted - green extension issued to reduce transit delay
GW106191,2025-02-03 18:28:17,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,627.0,1.25,110,Weekday,False,Clear,False,0.0,False,False,False,94.5,90.0,0.859,False,0,1.0,8.1,59.4,627.6,0.196,0.454,0.902,Heavy congestion detected - signal timing extended and reroute suggested
GW106192,2026-06-01 20:31:31,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,443.0,1.33,100,Weekday,False,Clear,False,0.0,False,False,False,47.7,52.9,0.89,True,4,0.202,32.3,11.4,168.4,0.128,0.296,0.977,Green wave coordination successful - maintain current corridor offset
GW106193,2025-10-05 05:48:44,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,547.0,2.74,120,Weekend,False,Clear,False,0.0,False,False,False,52.3,48.9,0.934,True,6,0.069,36.0,6.0,282.2,0.243,0.561,0.95,Green wave coordination successful - maintain current corridor offset
GW106194,2025-09-25 18:30:26,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,605.0,3.02,120,Weekday,False,Fog,False,0.0,False,False,False,81.2,87.3,0.924,False,2,1.0,9.1,65.9,1314.2,0.45,1.039,0.909,Heavy congestion detected - signal timing extended and reroute suggested
GW106195,2025-10-25 16:27:34,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,513.0,1.54,90,Weekend,False,Fog,False,0.0,False,False,False,51.9,51.8,0.998,True,4,0.152,33.2,12.9,176.5,0.154,0.356,0.957,Green wave coordination successful - maintain current corridor offset
GW106196,2025-12-10 09:48:27,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,617.0,1.85,90,Weekday,False,Clear,False,0.0,False,True,False,80.4,90.0,0.759,False,1,0.85,13.9,22.9,537.7,0.258,0.596,0.951,Bus priority granted - green extension issued to reduce transit delay
GW106197,2025-08-09 10:00:04,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,324.0,0.97,100,Weekend,False,Clear,False,0.0,False,True,False,28.8,27.4,0.953,True,4,0.246,37.8,7.7,105.6,0.113,0.262,0.957,Bus priority granted - green extension issued to reduce transit delay
GW106198,2025-05-13 01:48:16,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,564.0,1.69,120,Weekday,False,Clear,False,0.0,True,False,False,55.4,62.9,0.865,False,3,0.519,28.4,30.4,248.3,0.203,0.47,0.811,Accident detected nearby - reroute and reduced speed advised
GW106199,2026-04-04 06:06:09,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,313.0,0.94,90,Weekend,False,Clear,False,0.0,False,False,False,29.6,27.5,0.929,True,4,0.059,36.1,2.0,97.4,0.097,0.224,0.948,Green wave coordination successful - maintain current corridor offset
GW106200,2025-02-14 05:54:08,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,409.0,1.23,110,Weekday,False,Clear,False,0.0,False,True,False,35.0,37.4,0.931,True,4,0.054,39.8,1.3,115.7,0.08,0.185,0.928,Bus priority granted - green extension issued to reduce transit delay
GW106201,2025-01-19 17:52:36,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,682.0,3.41,90,Weekend,False,Clear,False,0.0,False,False,False,80.7,66.9,0.83,False,1,0.745,18.3,37.4,680.0,0.441,1.019,0.976,Moderate traffic flow - standard adaptive signal timing in effect
GW106202,2025-10-29 09:36:36,Hosur_Rd,Silk Board -> Electronic City Toll,2,543.0,0.54,110,Weekday,False,Clear,False,0.0,False,True,False,67.5,70.6,0.953,False,0,0.909,12.8,37.4,200.8,0.092,0.213,0.931,Bus priority granted - green extension issued to reduce transit delay
GW106203,2025-05-05 11:27:11,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,448.0,0.9,100,Weekday,False,Clear,False,0.0,False,False,False,56.0,59.6,0.935,True,3,0.094,26.7,2.4,122.7,0.074,0.17,0.942,Green wave coordination successful - maintain current corridor offset
GW106204,2025-04-23 17:22:28,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,495.0,1.49,90,Weekday,False,Clear,False,0.0,False,False,False,76.9,72.3,0.94,False,0,0.839,11.9,43.5,517.0,0.202,0.468,0.985,Heavy congestion detected - signal timing extended and reroute suggested
GW106205,2025-01-20 16:23:09,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,481.0,0.96,120,Weekday,False,Clear,False,0.0,False,False,False,46.1,48.7,0.944,True,3,0.225,35.5,12.0,114.4,0.1,0.23,0.955,Green wave coordination successful - maintain current corridor offset
GW106206,2025-11-29 06:45:18,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,604.0,1.81,110,Weekend,False,Clear,False,0.0,False,False,False,58.3,60.3,0.967,True,4,0.122,34.9,3.0,190.1,0.157,0.362,0.99,Green wave coordination successful - maintain current corridor offset
