decision_id,timestamp,junction_id,junction_name,decision_type,model_version,input_features_summary,decision_value,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,congestion_index,outcome_success,processing_latency_ms,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
DEC707816,2026-01-20 17:34:25,J027,Mysore Road,Route Recommendation,ARGUS-DT-v2.4.1,queue=68veh|congestion=0.86|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.856,True,70,15.5,54.2,436.5,0.236,0.545,0.935,Heavy congestion detected - signal timing extended and reroute suggested
DEC707817,2025-10-01 21:39:40,J040,City Market,Priority Grant,ARGUS-DT-v2.4.1,queue=40veh|congestion=0.19|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.132,True,34,48.4,14.2,66.1,0.074,0.17,0.94,Bus priority granted - green extension issued to reduce transit delay
DEC707818,2025-12-07 09:32:13,J042,Anand Rao Circle,Reroute Advisory,ARGUS-DT-v2.3,queue=62veh|congestion=0.67|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.437,True,74,35.9,30.8,96.5,0.085,0.197,0.967,Moderate traffic flow - standard adaptive signal timing in effect
DEC707819,2026-02-27 18:22:47,J003,KR Puram,Priority Grant,ARGUS-DT-v2.4.1,queue=73veh|congestion=0.98|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Light Rain,True,1.3,False,True,False,0.689,True,47,19.5,43.0,112.4,0.063,0.146,0.896,Bus priority granted - green extension issued to reduce transit delay
DEC707820,2025-08-05 18:55:42,J004,Hebbal,Priority Grant,ARGUS-DT-v2.3,queue=72veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,8.1,False,True,False,0.7,True,47,13.8,45.9,298.4,0.149,0.344,0.901,Bus priority granted - green extension issued to reduce transit delay
DEC707821,2025-06-24 11:25:07,J037,Kadugodi,Parking Guidance,ARGUS-DT-v2.4,queue=50veh|congestion=0.35|rain=N|festival=N|accident=N,Proceed to Nearest Lot,Weekday,False,Clear,False,0.0,False,False,False,0.349,True,54,29.0,22.9,158.0,0.131,0.304,0.955,Moderate traffic flow - standard adaptive signal timing in effect
DEC707822,2025-08-24 15:25:30,J001,Silk Board,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=58veh|congestion=0.22|rain=N|festival=N|accident=N,43.5,Weekend,False,Clear,False,0.0,False,False,False,0.225,True,54,34.1,16.3,192.8,0.191,0.441,0.97,Normal free-flow traffic - standard signal timing maintained
DEC707823,2025-09-12 16:38:11,J010,Shivajinagar,Reroute Advisory,ARGUS-DT-v2.4,queue=60veh|congestion=0.91|rain=Y|festival=N|accident=N,Detour via Ring Road,Weekday,False,Heavy Rain,True,45.1,False,False,False,0.594,True,34,23.4,44.5,157.1,0.109,0.253,0.911,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC707824,2026-06-16 23:33:31,J022,Rajajinagar,Route Recommendation,ARGUS-DT-v2.4.1,queue=44veh|congestion=0.40|rain=Y|festival=N|accident=N,Primary Route,Weekday,False,Heavy Rain,True,39.9,False,False,False,0.397,True,44,36.5,27.6,168.3,0.183,0.422,0.919,Light rain detected - minor speed reduction advised
DEC707825,2026-05-17 17:24:21,J041,Chalukya Circle,Green Wave Coordination,ARGUS-DT-v2.3,queue=58veh|congestion=0.63|rain=N|festival=N|accident=N,Offset Re-planned,Weekend,False,Clear,False,0.0,False,False,False,0.347,True,46,35.8,18.3,67.9,0.056,0.129,0.961,Green wave coordination successful - maintain current corridor offset
DEC707826,2025-08-16 16:12:27,J036,HAL Airport Road,Parking Guidance,ARGUS-DT-v2.4.1,queue=65veh|congestion=0.85|rain=Y|festival=Y|accident=N,Redirect to Alternate Lot,Weekend,True,Heavy Rain,True,25.9,False,False,False,0.85,True,67,13.7,50.1,291.9,0.169,0.391,0.828,Festival crowd surge detected - alternate route and extended cycle recommended
DEC707827,2026-05-26 08:10:05,J003,KR Puram,Priority Grant,ARGUS-DT-v2.4,queue=80veh|congestion=0.86|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Fog,False,0.0,False,True,False,0.599,True,79,19.2,40.9,327.3,0.199,0.46,0.936,Bus priority granted - green extension issued to reduce transit delay
DEC707828,2025-05-05 22:56:30,J033,Trinity Circle,Route Recommendation,ARGUS-DT-v2.4.1,queue=28veh|congestion=0.15|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.15,True,36,37.4,9.7,57.9,0.036,0.084,0.949,Normal free-flow traffic - standard signal timing maintained
DEC707829,2026-03-18 12:18:26,J020,Malleshwaram Circle,Reroute Advisory,ARGUS-DT-v2.4.1,queue=40veh|congestion=0.19|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.124,True,21,30.4,15.7,94.8,0.069,0.159,0.959,Normal free-flow traffic - standard signal timing maintained
DEC707830,2026-03-04 18:00:37,J015,Bellandur,Priority Grant,ARGUS-DT-v2.4.1,queue=81veh|congestion=1.00|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.7,True,52,21.1,43.7,181.3,0.114,0.264,0.932,Bus priority granted - green extension issued to reduce transit delay
DEC707831,2026-04-16 13:50:42,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=28veh|congestion=0.14|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.098,True,53,38.3,10.2,84.3,0.071,0.163,0.959,Bus priority granted - green extension issued to reduce transit delay
DEC707832,2026-03-18 19:59:09,J033,Trinity Circle,Reroute Advisory,ARGUS-DT-v2.4.1,queue=59veh|congestion=0.68|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Clear,False,0.0,False,False,False,0.444,True,68,32.4,31.8,144.8,0.113,0.262,0.953,Moderate traffic flow - standard adaptive signal timing in effect
DEC707833,2025-11-17 09:42:09,J030,MG Road,Parking Guidance,ARGUS-DT-v2.4.1,queue=66veh|congestion=0.88|rain=N|festival=N|accident=N,Redirect to Alternate Lot,Weekday,False,Clear,False,0.0,False,False,False,0.883,True,96,9.9,55.4,216.2,0.097,0.223,0.938,Heavy congestion detected - signal timing extended and reroute suggested
DEC707834,2025-03-11 17:14:30,J008,Jayanagar 4th Block,Priority Grant,ARGUS-DT-v2.4.1,queue=71veh|congestion=0.91|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Light Rain,True,3.9,False,True,False,0.635,True,78,24.1,47.9,161.2,0.121,0.281,0.923,Bus priority granted - green extension issued to reduce transit delay
DEC707835,2025-11-22 15:35:15,J003,KR Puram,Priority Grant,ARGUS-DT-v2.4,queue=38veh|congestion=0.25|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.173,True,49,28.3,9.6,60.6,0.036,0.083,0.949,Bus priority granted - green extension issued to reduce transit delay
DEC707836,2025-07-03 12:45:57,J027,Mysore Road,Route Recommendation,ARGUS-DT-v2.4.1,queue=32veh|congestion=0.15|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.149,True,52,37.8,11.5,74.0,0.069,0.16,0.958,Normal free-flow traffic - standard signal timing maintained
DEC707837,2025-12-13 09:27:00,J012,Koramangala Sony World,Priority Grant,ARGUS-DT-v2.4.1,queue=62veh|congestion=0.72|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.502,True,51,26.4,34.7,173.9,0.139,0.321,0.981,Bus priority granted - green extension issued to reduce transit delay
DEC707838,2026-01-15 08:36:04,J022,Rajajinagar,Priority Grant,ARGUS-DT-v2.4.1,queue=68veh|congestion=1.00|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.7,False,58,21.8,49.2,296.1,0.199,0.461,0.87,Bus priority granted - green extension issued to reduce transit delay
DEC707839,2026-02-20 16:43:01,J038,Varthur,Priority Grant,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.59|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.415,False,54,26.2,26.3,88.2,0.066,0.151,0.907,Bus priority granted - green extension issued to reduce transit delay
DEC707840,2026-03-09 15:56:51,J023,Basavanagudi,Green Wave Coordination,ARGUS-DT-v2.4,queue=46veh|congestion=0.38|rain=N|festival=N|accident=N,Offset Synced,Weekday,False,Clear,False,0.0,False,False,False,0.211,True,51,36.7,17.7,75.1,0.062,0.142,0.97,Green wave coordination successful - maintain current corridor offset
DEC707841,2025-09-26 16:30:48,J017,Whitefield ITPL,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=47veh|congestion=0.49|rain=N|festival=N|accident=N,59.4,Weekday,False,Clear,False,0.0,False,False,False,0.49,True,71,22.4,32.7,251.6,0.165,0.382,0.958,Moderate traffic flow - standard adaptive signal timing in effect
DEC707842,2025-05-22 17:20:55,J014,Electronic City Toll,Priority Grant,ARGUS-DT-v2.4,queue=77veh|congestion=0.85|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.597,True,53,25.3,41.6,150.8,0.107,0.247,0.963,Bus priority granted - green extension issued to reduce transit delay
DEC707843,2025-09-09 13:18:56,J040,City Market,Route Recommendation,ARGUS-DT-v2.3,queue=32veh|congestion=0.20|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.202,True,69,29.0,15.1,122.7,0.099,0.229,0.967,Normal free-flow traffic - standard signal timing maintained
DEC707844,2025-10-08 09:48:20,J038,Varthur,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=60veh|congestion=0.82|rain=N|festival=N|accident=N,79.3,Weekday,False,Clear,False,0.0,False,False,False,0.822,True,86,18.0,55.8,270.7,0.161,0.373,0.965,Heavy congestion detected - signal timing extended and reroute suggested
DEC707845,2026-06-24 18:10:53,J022,Rajajinagar,Priority Grant,ARGUS-DT-v2.4,queue=68veh|congestion=0.90|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.63,True,79,22.9,41.3,250.0,0.163,0.376,0.972,Bus priority granted - green extension issued to reduce transit delay
DEC707846,2026-04-10 09:56:22,J023,Basavanagudi,Green Wave Coordination,ARGUS-DT-v2.4,queue=65veh|congestion=0.81|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Clear,False,0.0,False,False,False,0.446,True,68,31.8,30.6,94.4,0.087,0.202,0.956,Moderate traffic flow - standard adaptive signal timing in effect
DEC707847,2026-05-02 14:27:06,J040,City Market,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=29veh|congestion=0.29|rain=N|festival=Y|accident=N,Offset Synced,Weekend,True,Clear,False,0.0,False,False,False,0.162,True,59,43.4,14.0,51.2,0.061,0.14,0.944,Green wave coordination successful - maintain current corridor offset
DEC707848,2026-04-16 09:36:28,J014,Electronic City Toll,Priority Grant,ARGUS-DT-v2.3,queue=65veh|congestion=0.87|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.608,True,47,26.7,36.0,193.8,0.164,0.379,0.96,Bus priority granted - green extension issued to reduce transit delay
DEC707849,2026-04-11 21:55:14,J017,Whitefield ITPL,Priority Grant,ARGUS-DT-v2.4.1,queue=32veh|congestion=0.17|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.121,True,68,38.6,13.8,96.3,0.094,0.217,0.981,Bus priority granted - green extension issued to reduce transit delay
DEC707850,2025-05-16 13:13:05,J040,City Market,Parking Guidance,ARGUS-DT-v2.4,queue=48veh|congestion=0.41|rain=Y|festival=N|accident=N,Proceed to Nearest Lot,Weekday,False,Heavy Rain,True,27.9,False,False,False,0.411,True,56,23.2,27.8,176.6,0.144,0.332,0.922,Light rain detected - minor speed reduction advised
DEC707851,2025-03-19 07:25:06,J016,Sarjapur Road,Priority Grant,ARGUS-DT-v2.4.1,queue=35veh|congestion=0.53|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.369,True,22,27.7,22.6,184.0,0.123,0.284,0.94,Bus priority granted - green extension issued to reduce transit delay
DEC707852,2025-07-05 14:38:37,J023,Basavanagudi,Reroute Advisory,ARGUS-DT-v2.4,queue=32veh|congestion=0.05|rain=N|festival=N|accident=N,No Reroute Needed,Weekend,False,Clear,False,0.0,False,False,False,0.03,True,40,34.8,2.4,107.4,0.088,0.202,0.96,Normal free-flow traffic - standard signal timing maintained
DEC707853,2025-01-05 16:48:37,J006,Tin Factory,Priority Grant,ARGUS-DT-v2.4.1,queue=48veh|congestion=0.49|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.344,True,48,30.4,24.5,94.5,0.064,0.147,0.95,Bus priority granted - green extension issued to reduce transit delay
DEC707854,2025-09-10 16:01:38,J009,Majestic,Route Recommendation,ARGUS-DT-v2.4.1,queue=28veh|congestion=0.37|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.368,False,82,32.3,25.7,106.2,0.081,0.187,0.922,Moderate traffic flow - standard adaptive signal timing in effect
DEC707855,2025-03-17 16:09:02,J013,HSR BDA Complex,Reroute Advisory,ARGUS-DT-v2.4.1,queue=50veh|congestion=0.39|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.252,True,45,31.1,12.8,121.0,0.105,0.242,0.945,Moderate traffic flow - standard adaptive signal timing in effect
DEC707856,2025-09-24 20:45:05,J016,Sarjapur Road,Priority Grant,ARGUS-DT-v2.4,queue=69veh|congestion=0.82|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,28.0,False,True,False,0.571,True,45,15.6,38.5,350.6,0.168,0.389,0.911,Bus priority granted - green extension issued to reduce transit delay
DEC707857,2025-03-02 17:28:06,J012,Koramangala Sony World,Priority Grant,ARGUS-DT-v2.4.1,queue=57veh|congestion=0.63|rain=N|festival=N|accident=N,Full Preemption,Weekend,False,Clear,False,0.0,False,False,True,0.126,False,76,38.7,12.6,111.2,0.127,0.293,0.892,Ambulance priority active - all conflicting signals preempted for corridor clearance
DEC707858,2025-06-03 21:25:58,J030,MG Road,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=37veh|congestion=0.38|rain=N|festival=N|accident=N,52.9,Weekday,False,Clear,False,0.0,False,False,False,0.381,True,51,30.9,29.7,86.2,0.06,0.139,0.968,Moderate traffic flow - standard adaptive signal timing in effect
DEC707859,2025-05-16 13:44:07,J025,Bannerghatta Road,Reroute Advisory,ARGUS-DT-v2.4,queue=29veh|congestion=0.20|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.13,True,34,36.9,9.6,109.1,0.1,0.231,0.959,Normal free-flow traffic - standard signal timing maintained
DEC707860,2025-10-15 19:25:12,J007,Banashankari,Green Wave Coordination,ARGUS-DT-v2.3,queue=60veh|congestion=0.92|rain=Y|festival=N|accident=N,Offset Re-planned,Weekday,False,Light Rain,True,4.3,False,False,False,0.504,True,80,28.2,34.6,140.4,0.104,0.239,0.878,Light rain detected - minor speed reduction advised
DEC707861,2026-02-09 19:04:54,J033,Trinity Circle,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=59veh|congestion=0.91|rain=N|festival=N|accident=N,84.4,Weekday,False,Fog,False,0.0,False,False,False,0.906,True,78,12.7,60.2,120.3,0.025,0.058,0.911,Heavy congestion detected - signal timing extended and reroute suggested
DEC707862,2025-08-17 07:10:39,J012,Koramangala Sony World,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=33veh|congestion=0.31|rain=N|festival=N|accident=N,48.4,Weekend,False,Clear,False,0.0,False,False,False,0.306,True,31,34.1,18.5,117.3,0.101,0.234,0.959,Moderate traffic flow - standard adaptive signal timing in effect
DEC707863,2025-10-09 12:11:39,J006,Tin Factory,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=24veh|congestion=0.16|rain=N|festival=N|accident=N,39.5,Weekday,False,Clear,False,0.0,False,False,False,0.158,True,51,40.4,8.4,44.7,0.05,0.116,0.976,Normal free-flow traffic - standard signal timing maintained
DEC707864,2025-04-01 16:17:59,J022,Rajajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=28veh|congestion=0.44|rain=N|festival=N|accident=N,56.5,Weekday,False,Clear,False,0.0,False,False,False,0.442,True,90,24.9,33.2,131.6,0.108,0.249,0.969,Moderate traffic flow - standard adaptive signal timing in effect
DEC707865,2025-09-25 11:23:14,J036,HAL Airport Road,Priority Grant,ARGUS-DT-v2.4.1,queue=21veh|congestion=0.33|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.229,True,58,32.3,8.6,99.7,0.086,0.198,0.977,Bus priority granted - green extension issued to reduce transit delay
DEC707866,2026-01-09 15:40:29,J004,Hebbal,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=42veh|congestion=0.27|rain=N|festival=N|accident=N,46.0,Weekday,False,Clear,False,0.0,False,False,False,0.267,True,70,34.0,19.0,136.6,0.114,0.263,0.964,Moderate traffic flow - standard adaptive signal timing in effect
DEC707867,2025-07-25 11:36:55,J024,JP Nagar,Reroute Advisory,ARGUS-DT-v2.4,queue=39veh|congestion=0.27|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.176,True,41,36.0,8.1,203.1,0.181,0.419,0.974,Normal free-flow traffic - standard signal timing maintained
DEC707868,2025-05-23 16:10:43,J039,KR Market,Priority Grant,ARGUS-DT-v2.4.1,queue=55veh|congestion=0.48|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.339,True,53,34.7,20.3,83.8,0.089,0.205,0.965,Bus priority granted - green extension issued to reduce transit delay
DEC707869,2025-10-27 19:36:50,J041,Chalukya Circle,Route Recommendation,ARGUS-DT-v2.4.1,queue=54veh|congestion=0.85|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.853,True,76,13.1,63.7,461.3,0.211,0.486,0.974,Heavy congestion detected - signal timing extended and reroute suggested
DEC707870,2025-02-15 08:39:28,J002,Marathahalli,Reroute Advisory,ARGUS-DT-v2.3,queue=65veh|congestion=0.65|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.425,True,74,26.5,31.5,158.3,0.131,0.303,0.969,Moderate traffic flow - standard adaptive signal timing in effect
DEC707871,2025-05-05 13:05:48,J023,Basavanagudi,Green Wave Coordination,ARGUS-DT-v2.4,queue=22veh|congestion=0.21|rain=N|festival=N|accident=N,Offset Synced,Weekday,False,Clear,False,0.0,False,False,False,0.116,True,54,42.9,9.8,111.0,0.137,0.317,0.943,Green wave coordination successful - maintain current corridor offset
DEC707872,2025-03-07 08:38:53,J009,Majestic,Reroute Advisory,ARGUS-DT-v2.4.1,queue=80veh|congestion=0.99|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Clear,False,0.0,False,False,False,0.646,True,57,24.3,43.1,140.6,0.096,0.222,0.971,Moderate traffic flow - standard adaptive signal timing in effect
DEC707873,2025-09-26 15:49:31,J002,Marathahalli,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=51veh|congestion=0.40|rain=N|festival=N|accident=N,54.0,Weekday,False,Clear,False,0.0,False,False,False,0.399,True,54,32.8,24.3,151.4,0.144,0.332,0.979,Moderate traffic flow - standard adaptive signal timing in effect
DEC707874,2025-01-20 13:08:28,J019,RT Nagar,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=33veh|congestion=0.18|rain=N|festival=N|accident=N,41.0,Weekday,False,Clear,False,0.0,False,False,False,0.183,True,39,39.5,11.1,71.9,0.065,0.15,0.983,Normal free-flow traffic - standard signal timing maintained
DEC707875,2026-06-16 18:01:38,J014,Electronic City Toll,Priority Grant,ARGUS-DT-v2.4.1,queue=74veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,54.2,False,True,False,0.7,True,74,15.7,41.2,270.8,0.149,0.343,0.913,Bus priority granted - green extension issued to reduce transit delay
DEC707876,2025-06-06 19:51:42,J007,Banashankari,Priority Grant,ARGUS-DT-v2.4.1,queue=79veh|congestion=0.89|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,13.3,False,True,False,0.622,False,47,19.0,43.9,198.0,0.127,0.294,0.877,Bus priority granted - green extension issued to reduce transit delay
DEC707877,2025-09-24 11:32:28,J025,Bannerghatta Road,Parking Guidance,ARGUS-DT-v2.3,queue=45veh|congestion=0.28|rain=N|festival=N|accident=N,Proceed to Nearest Lot,Weekday,False,Clear,False,0.0,False,False,False,0.28,True,56,40.6,16.3,64.5,0.081,0.188,0.939,Moderate traffic flow - standard adaptive signal timing in effect
DEC707878,2025-04-18 23:55:48,J040,City Market,Route Recommendation,ARGUS-DT-v2.4.1,queue=40veh|congestion=0.17|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.168,True,65,28.2,13.4,78.0,0.052,0.119,0.975,Normal free-flow traffic - standard signal timing maintained
DEC707879,2025-02-03 19:13:40,J023,Basavanagudi,Priority Grant,ARGUS-DT-v2.3,queue=72veh|congestion=0.87|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.612,True,76,22.6,40.2,163.3,0.108,0.249,0.982,Bus priority granted - green extension issued to reduce transit delay
DEC707880,2025-12-26 17:53:44,J022,Rajajinagar,Priority Grant,ARGUS-DT-v2.4.1,queue=81veh|congestion=1.00|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.7,True,93,22.9,38.9,142.0,0.116,0.267,0.928,Bus priority granted - green extension issued to reduce transit delay
DEC707881,2025-01-28 11:11:52,J015,Bellandur,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.31|rain=N|festival=N|accident=N,48.7,Weekday,False,Clear,False,0.0,False,False,False,0.311,True,52,26.5,20.1,48.3,0.031,0.072,0.934,Moderate traffic flow - standard adaptive signal timing in effect
DEC707882,2025-08-27 07:36:04,J013,HSR BDA Complex,Priority Grant,ARGUS-DT-v2.4.1,queue=62veh|congestion=0.85|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Fog,False,0.0,False,True,False,0.593,False,72,20.8,47.3,158.2,0.116,0.268,0.863,Bus priority granted - green extension issued to reduce transit delay
DEC707883,2025-12-07 17:57:57,J029,Old Airport Road,Priority Grant,ARGUS-DT-v2.3,queue=51veh|congestion=0.62|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.433,False,77,23.6,26.8,192.4,0.135,0.312,0.921,Bus priority granted - green extension issued to reduce transit delay
DEC707884,2026-06-23 19:19:10,J013,HSR BDA Complex,Priority Grant,ARGUS-DT-v2.4.1,queue=81veh|congestion=1.00|rain=Y|festival=N|accident=Y,Green Extension +12s,Weekday,False,Rain,True,16.8,True,True,False,0.7,False,88,19.0,43.6,238.3,0.127,0.293,0.718,Accident detected nearby - reroute and reduced speed advised
DEC707885,2026-05-12 18:09:41,J022,Rajajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=73veh|congestion=0.96|rain=N|festival=N|accident=N,87.8,Weekday,False,Clear,False,0.0,False,False,False,0.964,True,49,9.5,64.2,398.2,0.142,0.327,0.94,Heavy congestion detected - signal timing extended and reroute suggested
DEC707886,2025-04-18 18:59:02,J010,Shivajinagar,Route Recommendation,ARGUS-DT-v2.4.1,queue=72veh|congestion=0.98|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.978,True,95,13.2,60.6,353.6,0.168,0.387,0.921,Heavy congestion detected - signal timing extended and reroute suggested
DEC707887,2026-06-16 14:12:15,J026,Hosur Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=53veh|congestion=0.35|rain=Y|festival=N|accident=N,51.0,Weekday,False,Rain,True,13.1,False,False,False,0.35,True,63,26.1,23.7,123.0,0.064,0.148,0.926,Light rain detected - minor speed reduction advised
DEC707888,2026-05-16 06:06:29,J030,MG Road,Green Wave Coordination,ARGUS-DT-v2.4,queue=43veh|congestion=0.36|rain=Y|festival=N|accident=N,Offset Synced,Weekend,False,Heavy Rain,True,27.5,False,False,False,0.199,True,39,32.0,15.5,198.8,0.167,0.387,0.906,Light rain detected - minor speed reduction advised
DEC707889,2025-03-04 14:32:28,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.16|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.114,False,49,42.2,6.3,67.7,0.075,0.174,0.888,Bus priority granted - green extension issued to reduce transit delay
DEC707890,2025-02-06 09:16:39,J038,Varthur,Priority Grant,ARGUS-DT-v2.4,queue=83veh|congestion=0.93|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.654,True,69,17.8,45.5,273.6,0.169,0.39,0.973,Bus priority granted - green extension issued to reduce transit delay
DEC707891,2025-08-25 19:02:29,J018,Nagawara,Priority Grant,ARGUS-DT-v2.4.1,queue=65veh|congestion=0.89|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.624,True,55,18.0,42.9,225.8,0.122,0.282,0.974,Bus priority granted - green extension issued to reduce transit delay
DEC707892,2025-02-07 12:33:22,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4,queue=28veh|congestion=0.23|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.159,True,45,30.5,9.5,164.2,0.126,0.292,0.96,Bus priority granted - green extension issued to reduce transit delay
DEC707893,2025-07-12 16:58:36,J003,KR Puram,Priority Grant,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.45|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.318,True,42,35.6,24.4,82.9,0.086,0.198,0.964,Bus priority granted - green extension issued to reduce transit delay
DEC707894,2025-01-30 11:43:07,J006,Tin Factory,Route Recommendation,ARGUS-DT-v2.3,queue=33veh|congestion=0.28|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.281,True,47,34.7,17.2,130.7,0.106,0.246,0.957,Moderate traffic flow - standard adaptive signal timing in effect
DEC707895,2026-01-26 21:54:54,J039,KR Market,Route Recommendation,ARGUS-DT-v2.4,queue=43veh|congestion=0.44|rain=N|festival=Y|accident=N,Primary Route,Weekday,True,Clear,False,0.0,False,False,False,0.444,True,64,17.7,26.9,183.3,0.109,0.251,0.92,Moderate traffic flow - standard adaptive signal timing in effect
DEC707896,2025-05-25 19:08:39,J042,Anand Rao Circle,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=59veh|congestion=0.63|rain=N|festival=N|accident=N,68.0,Weekend,False,Clear,False,0.0,False,False,False,0.633,True,70,19.9,42.8,179.2,0.111,0.257,0.985,Moderate traffic flow - standard adaptive signal timing in effect
