event_id,timestamp,event_type,venue_junction_id,venue_junction_name,expected_attendance,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_nearby,road_closure_active,congestion_index,congestion_level,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
EVT402473,2025-12-07 17:00:19,Trade Fair,J031,Cubbon Road,15638,Weekend,False,Clear,False,0.0,False,False,0.719,High,14.9,46.9,345.8,0.18,0.417,0.958,Moderate traffic flow - standard adaptive signal timing in effect
EVT402474,2025-08-23 15:38:16,Local Market Day,J020,Malleshwaram Circle,6205,Weekend,False,Clear,False,0.0,False,False,0.411,Moderate,22.4,29.4,250.5,0.152,0.352,0.988,Moderate traffic flow - standard adaptive signal timing in effect
EVT402475,2026-04-26 20:55:22,Sports Fixture,J009,Majestic,37678,Weekend,False,Clear,False,0.0,False,False,0.64,High,19.7,43.7,106.3,0.06,0.138,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT402476,2025-11-17 18:07:52,Trade Fair,J012,Koramangala Sony World,9138,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.8,69.4,374.0,0.145,0.334,0.906,Heavy congestion detected - signal timing extended and reroute suggested
EVT402477,2025-04-06 14:04:40,Religious Festival,J011,Indiranagar 100ft Road,114794,Weekend,True,Clear,False,0.0,False,False,0.904,Severe,10.5,62.6,248.4,0.106,0.246,0.886,Festival crowd surge detected - alternate route and extended cycle recommended
EVT402478,2025-02-26 19:20:49,Trade Fair,J011,Indiranagar 100ft Road,9867,Weekday,False,Clear,False,0.0,False,False,0.957,Severe,10.4,71.5,558.3,0.241,0.557,0.914,Heavy congestion detected - signal timing extended and reroute suggested
EVT402479,2025-04-25 18:24:58,Political Rally,J009,Majestic,22735,Weekday,False,Light Rain,True,6.8,False,False,1.0,Severe,7.3,73.3,556.8,0.157,0.363,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402480,2025-02-04 17:57:49,Local Market Day,J040,City Market,3714,Weekday,False,Clear,False,0.0,False,False,0.967,Severe,9.9,66.1,493.9,0.21,0.484,0.906,Heavy congestion detected - signal timing extended and reroute suggested
EVT402481,2025-10-04 15:54:38,Concert,J020,Malleshwaram Circle,11183,Weekend,False,Clear,False,0.0,False,False,0.398,Moderate,23.0,22.9,137.5,0.085,0.195,0.978,Moderate traffic flow - standard adaptive signal timing in effect
EVT402482,2025-01-07 22:28:47,Sports Fixture,J030,MG Road,11715,Weekday,False,Clear,False,0.0,False,False,0.203,Low,38.7,13.6,170.3,0.169,0.389,0.987,Normal free-flow traffic - standard signal timing maintained
EVT402483,2025-09-27 15:07:54,Concert,J009,Majestic,14202,Weekend,False,Rain,True,19.5,False,False,0.537,Moderate,28.1,39.5,207.1,0.16,0.369,0.905,Light rain detected - minor speed reduction advised
EVT402484,2025-12-26 12:43:00,Fireworks Display,J023,Basavanagudi,25602,Weekday,True,Clear,False,0.0,False,False,0.542,Moderate,20.1,39.3,237.9,0.16,0.37,0.917,Festival crowd surge detected - alternate route and extended cycle recommended
EVT402485,2025-04-30 19:10:46,Trade Fair,J011,Indiranagar 100ft Road,7949,Weekday,False,Light Rain,True,5.5,False,False,1.0,Severe,7.9,69.4,246.6,0.087,0.202,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402486,2026-03-12 21:01:12,Local Market Day,J011,Indiranagar 100ft Road,6099,Weekday,False,Clear,False,0.0,False,False,0.368,Moderate,25.4,27.1,231.5,0.177,0.409,0.96,Moderate traffic flow - standard adaptive signal timing in effect
EVT402487,2026-05-15 21:55:43,Local Market Day,J020,Malleshwaram Circle,2206,Weekday,False,Clear,False,0.0,False,False,0.267,Low,30.0,16.8,213.0,0.155,0.357,0.943,Moderate traffic flow - standard adaptive signal timing in effect
EVT402488,2025-04-29 10:07:02,Local Market Day,J023,Basavanagudi,4106,Weekday,False,Clear,False,0.0,False,False,0.845,Severe,15.5,57.3,420.9,0.234,0.541,0.97,Heavy congestion detected - signal timing extended and reroute suggested
EVT402489,2025-06-29 10:49:22,Sports Fixture,J012,Koramangala Sony World,14900,Weekend,False,Clear,False,0.0,False,False,0.554,High,21.3,37.2,228.7,0.163,0.376,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT402490,2026-01-16 04:48:03,Local Market Day,J023,Basavanagudi,2775,Weekday,False,Light Rain,True,1.1,False,False,0.239,Low,31.8,18.0,163.2,0.138,0.318,0.892,Light rain detected - minor speed reduction advised
EVT402491,2025-12-30 20:25:30,Local Market Day,J023,Basavanagudi,4496,Weekday,False,Clear,False,0.0,False,False,0.483,Moderate,21.4,32.7,189.3,0.132,0.304,0.953,Moderate traffic flow - standard adaptive signal timing in effect
EVT402492,2026-01-11 19:30:24,Local Market Day,J012,Koramangala Sony World,4293,Weekend,False,Clear,False,0.0,False,False,0.729,High,16.5,54.0,340.4,0.183,0.422,0.98,Moderate traffic flow - standard adaptive signal timing in effect
EVT402493,2025-03-22 07:23:19,Political Rally,J009,Majestic,27595,Weekend,False,Clear,False,0.0,False,False,0.61,High,24.4,40.3,371.3,0.266,0.614,0.948,Moderate traffic flow - standard adaptive signal timing in effect
EVT402494,2025-12-12 18:44:14,Sports Fixture,J040,City Market,16676,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.4,70.3,525.6,0.192,0.444,0.926,Heavy congestion detected - signal timing extended and reroute suggested
EVT402495,2026-01-10 07:17:38,Concert,J012,Koramangala Sony World,11179,Weekend,False,Clear,False,0.0,False,False,0.543,Moderate,24.6,43.9,226.2,0.162,0.374,0.985,Moderate traffic flow - standard adaptive signal timing in effect
EVT402496,2026-06-20 20:55:11,Local Market Day,J031,Cubbon Road,3072,Weekend,False,Clear,False,0.0,False,False,0.482,Moderate,20.9,32.7,244.2,0.13,0.3,0.969,Moderate traffic flow - standard adaptive signal timing in effect
EVT402497,2025-04-26 18:23:57,Political Rally,J011,Indiranagar 100ft Road,11428,Weekend,False,Clear,False,0.0,False,False,0.874,Severe,10.6,62.8,340.4,0.123,0.285,0.916,Heavy congestion detected - signal timing extended and reroute suggested
EVT402498,2026-06-21 10:17:26,Concert,J011,Indiranagar 100ft Road,9210,Weekend,False,Heavy Rain,True,38.6,False,False,1.0,Severe,9.0,64.1,379.5,0.142,0.328,0.875,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402499,2025-03-09 21:29:50,Local Market Day,J012,Koramangala Sony World,4260,Weekend,False,Clear,False,0.0,False,False,0.401,Moderate,28.1,27.8,215.6,0.169,0.39,0.985,Moderate traffic flow - standard adaptive signal timing in effect
EVT402500,2025-12-31 09:40:36,Sports Fixture,J020,Malleshwaram Circle,27470,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,5.8,77.7,327.1,0.109,0.251,0.916,Heavy congestion detected - signal timing extended and reroute suggested
EVT402501,2026-01-04 11:06:23,Concert,J031,Cubbon Road,13360,Weekend,False,Clear,False,0.0,False,False,0.475,Moderate,24.4,36.1,224.6,0.17,0.393,0.967,Moderate traffic flow - standard adaptive signal timing in effect
EVT402502,2026-02-27 09:58:00,Local Market Day,J031,Cubbon Road,3614,Weekday,False,Clear,False,0.0,False,False,0.806,Severe,14.6,58.2,133.3,0.082,0.188,0.944,Heavy congestion detected - signal timing extended and reroute suggested
EVT402503,2025-08-04 16:53:52,Concert,J020,Malleshwaram Circle,27767,Weekday,False,Clear,False,0.0,False,False,0.79,Severe,14.6,52.0,330.0,0.177,0.408,0.949,Heavy congestion detected - signal timing extended and reroute suggested
EVT402504,2026-06-17 13:21:49,Sports Fixture,J031,Cubbon Road,14378,Weekday,False,Clear,False,0.0,False,False,0.239,Low,34.3,16.1,79.2,0.064,0.148,0.989,Normal free-flow traffic - standard signal timing maintained
EVT402505,2026-02-14 07:38:55,Concert,J031,Cubbon Road,14345,Weekend,False,Clear,False,0.0,False,False,0.682,High,19.1,47.8,210.9,0.141,0.326,0.96,Moderate traffic flow - standard adaptive signal timing in effect
EVT402506,2026-04-21 05:17:38,Concert,J030,MG Road,8807,Weekday,False,Rain,True,9.7,False,False,0.392,Moderate,30.4,24.8,159.1,0.126,0.292,0.899,Light rain detected - minor speed reduction advised
EVT402507,2025-12-26 07:10:51,Fireworks Display,J011,Indiranagar 100ft Road,24760,Weekday,True,Clear,False,0.0,False,False,0.884,Severe,10.7,63.9,351.5,0.113,0.26,0.899,Festival crowd surge detected - alternate route and extended cycle recommended
EVT402508,2025-03-28 12:02:58,Local Market Day,J040,City Market,3974,Weekday,False,Clear,False,0.0,False,False,0.237,Low,25.4,16.5,269.5,0.169,0.39,0.967,Normal free-flow traffic - standard signal timing maintained
EVT402509,2026-06-24 22:23:20,Concert,J040,City Market,12977,Weekday,False,Light Rain,True,3.7,False,False,0.346,Low,26.9,27.5,157.7,0.114,0.263,0.922,Light rain detected - minor speed reduction advised
EVT402510,2026-02-02 15:58:13,Trade Fair,J020,Malleshwaram Circle,10583,Weekday,False,Light Rain,True,0.9,False,False,0.554,High,25.7,37.6,191.5,0.145,0.335,0.907,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402511,2025-12-29 17:15:59,Trade Fair,J040,City Market,9156,Weekday,False,Clear,False,0.0,False,False,0.822,Severe,15.7,57.2,404.6,0.204,0.471,0.946,Heavy congestion detected - signal timing extended and reroute suggested
EVT402512,2025-07-28 14:02:11,Trade Fair,J030,MG Road,7146,Weekday,False,Heavy Rain,True,78.4,True,False,1.0,Severe,8.8,76.7,713.6,0.274,0.632,0.702,Accident detected nearby - reroute and reduced speed advised
EVT402513,2025-07-25 14:13:07,Sports Fixture,J023,Basavanagudi,23923,Weekday,False,Rain,True,14.5,False,False,0.502,Moderate,26.6,38.3,155.7,0.115,0.267,0.915,Light rain detected - minor speed reduction advised
EVT402514,2026-05-10 14:30:43,Trade Fair,J011,Indiranagar 100ft Road,9511,Weekend,False,Clear,False,0.0,False,False,0.281,Low,30.6,19.9,242.5,0.204,0.472,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT402515,2025-05-07 07:40:20,Sports Fixture,J030,MG Road,20237,Weekday,False,Clear,False,0.0,False,False,0.708,High,16.2,45.5,307.5,0.168,0.387,0.963,Moderate traffic flow - standard adaptive signal timing in effect
EVT402516,2025-12-02 15:31:38,Trade Fair,J011,Indiranagar 100ft Road,18519,Weekday,False,Clear,False,0.0,False,False,0.423,Moderate,27.5,36.3,137.1,0.096,0.223,0.946,Moderate traffic flow - standard adaptive signal timing in effect
EVT402517,2025-06-17 13:58:55,Trade Fair,J009,Majestic,8666,Weekday,False,Clear,False,0.0,False,False,0.188,Low,37.1,15.9,174.2,0.176,0.407,0.99,Normal free-flow traffic - standard signal timing maintained
EVT402518,2025-11-07 11:06:05,Concert,J040,City Market,10109,Weekday,False,Clear,False,0.0,False,False,0.416,Moderate,20.0,30.5,209.6,0.123,0.283,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT402519,2025-01-09 08:51:58,Local Market Day,J023,Basavanagudi,2311,Weekday,False,Clear,False,0.0,False,False,0.982,Severe,8.5,70.2,347.6,0.124,0.286,0.913,Heavy congestion detected - signal timing extended and reroute suggested
EVT402520,2025-05-17 15:32:39,Concert,J012,Koramangala Sony World,7977,Weekend,False,Clear,False,0.0,False,False,0.441,Moderate,31.0,30.8,193.4,0.173,0.4,0.944,Moderate traffic flow - standard adaptive signal timing in effect
EVT402521,2025-08-09 06:33:50,Trade Fair,J040,City Market,5996,Weekend,False,Clear,False,0.0,False,False,0.373,Moderate,33.2,29.3,80.7,0.061,0.14,0.955,Moderate traffic flow - standard adaptive signal timing in effect
EVT402522,2026-04-07 18:33:55,Sports Fixture,J040,City Market,25859,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.4,69.4,735.7,0.221,0.511,0.936,Heavy congestion detected - signal timing extended and reroute suggested
EVT402523,2026-01-21 18:18:00,Sports Fixture,J023,Basavanagudi,28290,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.6,70.4,468.9,0.166,0.384,0.894,Heavy congestion detected - signal timing extended and reroute suggested
EVT402524,2025-10-26 13:01:28,Sports Fixture,J009,Majestic,42632,Weekend,False,Rain,True,16.8,False,False,0.793,Severe,16.9,55.3,329.5,0.184,0.425,0.925,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402525,2025-05-21 10:44:55,Political Rally,J009,Majestic,17099,Weekday,False,Clear,False,0.0,False,False,0.559,High,22.8,41.0,190.7,0.141,0.326,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT402526,2025-01-03 00:26:06,Local Market Day,J023,Basavanagudi,7751,Weekday,False,Clear,False,0.0,False,False,0.199,Low,30.5,17.0,123.5,0.11,0.255,0.971,Normal free-flow traffic - standard signal timing maintained
EVT402527,2025-07-09 17:48:31,Local Market Day,J030,MG Road,2281,Weekday,False,Clear,False,0.0,False,False,0.884,Severe,13.8,57.9,247.9,0.155,0.359,0.93,Heavy congestion detected - signal timing extended and reroute suggested
EVT402528,2025-05-12 10:29:17,Sports Fixture,J031,Cubbon Road,12490,Weekday,False,Rain,True,19.4,False,False,0.831,Severe,12.3,58.7,348.1,0.132,0.305,0.921,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402529,2025-02-02 18:02:23,Sports Fixture,J012,Koramangala Sony World,23022,Weekend,False,Clear,False,0.0,False,False,0.939,Severe,11.8,65.0,303.9,0.146,0.338,0.924,Heavy congestion detected - signal timing extended and reroute suggested
EVT402530,2025-08-07 08:52:58,Sports Fixture,J009,Majestic,22568,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,6.0,72.1,917.4,0.228,0.526,0.925,Heavy congestion detected - signal timing extended and reroute suggested
EVT402531,2026-01-31 15:36:35,Political Rally,J011,Indiranagar 100ft Road,13046,Weekend,False,Fog,False,0.0,False,False,0.464,Moderate,15.1,25.9,190.4,0.096,0.221,0.96,Moderate traffic flow - standard adaptive signal timing in effect
EVT402532,2025-11-15 08:13:43,Sports Fixture,J009,Majestic,40058,Weekend,False,Clear,False,0.0,False,False,0.974,Severe,10.5,63.2,477.0,0.198,0.457,0.952,Heavy congestion detected - signal timing extended and reroute suggested
EVT402533,2026-02-22 08:19:24,Concert,J011,Indiranagar 100ft Road,13152,Weekend,False,Clear,False,0.0,False,False,0.893,Severe,11.0,65.1,272.3,0.133,0.307,0.933,Heavy congestion detected - signal timing extended and reroute suggested
EVT402534,2025-07-28 11:53:28,Trade Fair,J031,Cubbon Road,5836,Weekday,False,Clear,False,0.0,False,False,0.209,Low,34.2,11.4,186.5,0.164,0.379,0.978,Normal free-flow traffic - standard signal timing maintained
EVT402535,2026-06-26 13:28:40,Sports Fixture,J030,MG Road,23532,Weekday,False,Clear,False,0.0,False,False,0.323,Low,31.9,20.5,56.2,0.035,0.08,0.99,Moderate traffic flow - standard adaptive signal timing in effect
EVT402536,2026-01-03 16:18:34,Trade Fair,J040,City Market,10582,Weekend,False,Clear,False,0.0,False,False,0.541,Moderate,27.4,41.5,202.2,0.162,0.374,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT402537,2025-11-21 14:53:07,Political Rally,J031,Cubbon Road,13632,Weekday,False,Clear,False,0.0,False,False,0.296,Low,30.7,24.7,214.1,0.163,0.378,0.947,Moderate traffic flow - standard adaptive signal timing in effect
EVT402538,2025-04-30 19:51:04,Local Market Day,J011,Indiranagar 100ft Road,4927,Weekday,False,Clear,False,0.0,False,False,0.771,Severe,13.7,56.5,320.4,0.151,0.348,0.967,Heavy congestion detected - signal timing extended and reroute suggested
EVT402539,2025-11-11 07:14:52,Sports Fixture,J012,Koramangala Sony World,22830,Weekday,False,Clear,False,0.0,False,False,0.623,High,25.3,47.3,91.7,0.066,0.153,0.955,Moderate traffic flow - standard adaptive signal timing in effect
EVT402540,2025-01-15 06:35:28,Cultural Procession,J031,Cubbon Road,17412,Weekday,True,Clear,False,0.0,False,True,0.753,High,18.2,66.0,337.2,0.215,0.496,0.867,Road closure for event/procession - full detour recommended for through-traffic
EVT402541,2026-05-21 10:41:50,Local Market Day,J030,MG Road,5219,Weekday,False,Clear,False,0.0,False,False,0.535,Moderate,25.0,37.6,226.3,0.159,0.367,0.984,Moderate traffic flow - standard adaptive signal timing in effect
EVT402542,2026-06-06 19:16:59,Political Rally,J011,Indiranagar 100ft Road,18850,Weekend,False,Clear,False,0.0,False,False,0.886,Severe,13.2,66.1,585.4,0.287,0.662,0.97,Heavy congestion detected - signal timing extended and reroute suggested
EVT402543,2026-02-20 15:44:41,Trade Fair,J031,Cubbon Road,15778,Weekday,False,Clear,False,0.0,False,False,0.605,High,28.6,49.5,144.7,0.11,0.255,0.95,Moderate traffic flow - standard adaptive signal timing in effect
EVT402544,2025-08-30 21:45:05,Trade Fair,J011,Indiranagar 100ft Road,5033,Weekend,False,Clear,False,0.0,False,False,0.311,Low,28.0,23.0,181.1,0.147,0.339,0.959,Moderate traffic flow - standard adaptive signal timing in effect
EVT402545,2026-05-10 08:22:54,Concert,J030,MG Road,13901,Weekend,False,Clear,False,0.0,False,False,0.878,Severe,13.3,66.9,289.9,0.163,0.377,0.951,Heavy congestion detected - signal timing extended and reroute suggested
EVT402546,2026-03-09 10:17:35,Sports Fixture,J009,Majestic,11854,Weekday,False,Clear,False,0.0,False,False,0.797,Severe,12.6,64.2,555.4,0.267,0.617,0.97,Heavy congestion detected - signal timing extended and reroute suggested
EVT402547,2025-07-24 19:38:56,Sports Fixture,J040,City Market,19157,Weekday,False,Heavy Rain,True,41.4,False,False,1.0,Severe,6.9,73.2,790.9,0.218,0.504,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402548,2025-11-24 17:37:34,Local Market Day,J040,City Market,4205,Weekday,False,Clear,False,0.0,False,False,0.943,Severe,6.6,71.3,405.8,0.116,0.268,0.928,Heavy congestion detected - signal timing extended and reroute suggested
EVT402549,2025-03-17 09:22:39,Trade Fair,J020,Malleshwaram Circle,12375,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.1,70.8,644.5,0.22,0.507,0.921,Heavy congestion detected - signal timing extended and reroute suggested
EVT402550,2025-06-09 20:20:44,Concert,J012,Koramangala Sony World,12406,Weekday,False,Rain,True,8.9,False,False,0.778,Severe,13.9,57.6,388.9,0.188,0.435,0.903,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402551,2026-04-21 22:53:32,Local Market Day,J011,Indiranagar 100ft Road,6669,Weekday,False,Clear,False,0.0,False,False,0.257,Low,34.3,17.6,186.2,0.163,0.377,0.979,Moderate traffic flow - standard adaptive signal timing in effect
EVT402552,2026-06-02 12:35:57,Trade Fair,J030,MG Road,3829,Weekday,False,Clear,False,0.0,False,False,0.222,Low,26.6,20.0,144.0,0.105,0.244,0.955,Normal free-flow traffic - standard signal timing maintained
EVT402553,2026-06-12 19:42:19,Trade Fair,J023,Basavanagudi,9034,Weekday,False,Clear,False,0.0,False,False,0.843,Severe,12.4,65.1,376.7,0.162,0.374,0.943,Heavy congestion detected - signal timing extended and reroute suggested
EVT402554,2026-06-18 15:29:01,Trade Fair,J031,Cubbon Road,12691,Weekday,False,Clear,False,0.0,False,False,0.271,Low,33.2,24.0,144.2,0.131,0.302,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT402555,2026-03-12 15:02:11,Trade Fair,J030,MG Road,8304,Weekday,False,Clear,False,0.0,False,False,0.231,Low,37.3,9.5,181.4,0.169,0.391,0.947,Normal free-flow traffic - standard signal timing maintained
EVT402556,2026-06-18 08:37:27,Trade Fair,J009,Majestic,6865,Weekday,False,Heavy Rain,True,97.9,False,False,1.0,Severe,7.9,73.2,837.5,0.241,0.557,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402557,2025-02-14 13:49:14,Trade Fair,J023,Basavanagudi,6697,Weekday,False,Clear,False,0.0,False,False,0.25,Low,40.8,20.2,149.0,0.142,0.328,0.97,Normal free-flow traffic - standard signal timing maintained
EVT402558,2026-01-26 17:34:28,Cultural Procession,J030,MG Road,15820,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,8.0,67.6,479.5,0.159,0.367,0.898,Festival crowd surge detected - alternate route and extended cycle recommended
EVT402559,2026-05-14 16:09:47,Sports Fixture,J031,Cubbon Road,25212,Weekday,False,Light Rain,True,3.1,False,False,0.564,High,21.7,36.9,148.4,0.109,0.252,0.937,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402560,2025-06-14 07:30:01,Local Market Day,J023,Basavanagudi,3989,Weekend,False,Clear,False,0.0,False,False,0.584,High,24.4,42.4,174.4,0.128,0.295,0.985,Moderate traffic flow - standard adaptive signal timing in effect
EVT402561,2025-05-20 19:49:28,Local Market Day,J040,City Market,3592,Weekday,False,Clear,False,0.0,False,False,0.688,High,17.8,51.0,229.3,0.125,0.288,0.958,Moderate traffic flow - standard adaptive signal timing in effect
EVT402562,2025-04-03 04:08:17,Local Market Day,J012,Koramangala Sony World,7073,Weekday,False,Clear,False,0.0,False,False,0.167,Low,33.8,11.4,42.4,0.042,0.096,0.979,Normal free-flow traffic - standard signal timing maintained
EVT402563,2025-03-13 10:15:14,Sports Fixture,J012,Koramangala Sony World,18342,Weekday,False,Clear,False,0.0,False,False,0.763,Severe,15.9,56.7,148.3,0.067,0.154,0.957,Heavy congestion detected - signal timing extended and reroute suggested
EVT402564,2025-03-17 18:29:30,Political Rally,J031,Cubbon Road,17001,Weekday,False,Light Rain,True,3.3,False,False,1.0,Severe,8.0,79.3,692.1,0.242,0.56,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402565,2025-11-02 06:40:35,Fireworks Display,J020,Malleshwaram Circle,52456,Weekend,True,Clear,False,0.0,False,False,0.853,Severe,15.7,61.8,413.7,0.216,0.499,0.88,Festival crowd surge detected - alternate route and extended cycle recommended
EVT402566,2025-12-28 08:27:31,Political Rally,J009,Majestic,11285,Weekend,False,Clear,False,0.0,False,False,0.796,Severe,14.7,57.7,333.0,0.179,0.414,0.956,Heavy congestion detected - signal timing extended and reroute suggested
EVT402567,2026-03-24 13:11:26,Political Rally,J030,MG Road,20214,Weekday,False,Rain,True,9.3,False,False,0.373,Moderate,17.6,22.0,291.3,0.145,0.336,0.92,Light rain detected - minor speed reduction advised
EVT402568,2025-01-27 21:52:26,Cultural Procession,J012,Koramangala Sony World,15751,Weekday,True,Clear,False,0.0,False,True,0.65,Moderate,18.3,64.7,136.8,0.082,0.189,0.89,Road closure for event/procession - full detour recommended for through-traffic
EVT402569,2026-04-20 09:15:22,Concert,J030,MG Road,12032,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,6.9,73.2,671.0,0.209,0.482,0.922,Heavy congestion detected - signal timing extended and reroute suggested
EVT402570,2026-05-10 19:15:33,Local Market Day,J020,Malleshwaram Circle,5701,Weekend,False,Clear,False,0.0,False,False,0.861,Severe,15.5,63.3,466.2,0.258,0.596,0.956,Heavy congestion detected - signal timing extended and reroute suggested
EVT402571,2025-04-20 19:33:51,Local Market Day,J011,Indiranagar 100ft Road,3482,Weekend,False,Clear,False,0.0,False,False,0.763,Severe,15.9,53.8,234.2,0.133,0.307,0.954,Heavy congestion detected - signal timing extended and reroute suggested
EVT402572,2025-10-10 22:05:49,Trade Fair,J020,Malleshwaram Circle,10061,Weekday,False,Light Rain,True,7.3,False,False,0.406,Moderate,25.5,31.1,189.2,0.134,0.31,0.92,Light rain detected - minor speed reduction advised
EVT402573,2025-05-01 12:44:50,Cultural Procession,J040,City Market,20715,Weekday,True,Clear,False,0.0,False,True,0.65,Moderate,22.1,75.7,172.3,0.114,0.263,0.878,Road closure for event/procession - full detour recommended for through-traffic
EVT402574,2025-07-20 09:26:38,Concert,J011,Indiranagar 100ft Road,11377,Weekend,False,Heavy Rain,True,29.3,False,False,1.0,Severe,9.6,69.6,476.6,0.192,0.442,0.82,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402575,2026-06-27 11:33:00,Local Market Day,J009,Majestic,4604,Weekend,False,Clear,False,0.0,False,False,0.336,Low,32.5,22.8,146.6,0.159,0.367,0.977,Moderate traffic flow - standard adaptive signal timing in effect
EVT402576,2025-03-24 12:25:27,Concert,J011,Indiranagar 100ft Road,6708,Weekday,False,Clear,False,0.0,False,False,0.207,Low,25.3,16.5,144.7,0.068,0.157,0.979,Normal free-flow traffic - standard signal timing maintained
EVT402577,2025-05-05 18:34:47,Concert,J023,Basavanagudi,7014,Weekday,False,Fog,False,0.0,False,False,1.0,Severe,7.4,69.0,841.3,0.247,0.572,0.922,Heavy congestion detected - signal timing extended and reroute suggested
EVT402578,2026-01-02 07:11:30,Religious Festival,J011,Indiranagar 100ft Road,33611,Weekday,True,Light Rain,True,1.2,False,True,1.0,Severe,8.2,98.6,576.4,0.212,0.489,0.801,Road closure for event/procession - full detour recommended for through-traffic
EVT402579,2026-04-05 20:52:19,Local Market Day,J030,MG Road,4052,Weekend,False,Rain,True,8.5,False,False,0.606,High,20.8,38.1,91.1,0.064,0.148,0.899,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402580,2025-06-26 16:00:45,Local Market Day,J031,Cubbon Road,3944,Weekday,False,Clear,False,0.0,False,False,0.372,Moderate,26.6,28.0,207.0,0.141,0.326,0.958,Moderate traffic flow - standard adaptive signal timing in effect
EVT402581,2025-02-13 22:29:29,Trade Fair,J009,Majestic,10576,Weekday,False,Light Rain,True,4.2,False,False,0.295,Low,26.4,21.6,131.7,0.091,0.211,0.933,Light rain detected - minor speed reduction advised
EVT402582,2025-11-12 14:27:23,Local Market Day,J009,Majestic,3478,Weekday,False,Clear,False,0.0,False,False,0.195,Low,33.6,21.7,241.1,0.206,0.476,0.969,Normal free-flow traffic - standard signal timing maintained
EVT402583,2025-12-08 11:45:33,Local Market Day,J030,MG Road,2986,Weekday,False,Clear,False,0.0,False,False,0.252,Low,23.8,10.2,179.6,0.092,0.212,0.965,Moderate traffic flow - standard adaptive signal timing in effect
EVT402584,2025-06-09 16:55:34,Concert,J011,Indiranagar 100ft Road,10975,Weekday,False,Clear,False,0.0,False,False,0.672,High,18.9,46.7,283.1,0.172,0.397,0.964,Moderate traffic flow - standard adaptive signal timing in effect
EVT402585,2026-06-14 15:43:35,Trade Fair,J023,Basavanagudi,9253,Weekend,False,Fog,False,0.0,False,False,0.469,Moderate,31.3,33.8,124.8,0.099,0.23,0.943,Moderate traffic flow - standard adaptive signal timing in effect
EVT402586,2026-01-07 17:28:12,Concert,J012,Koramangala Sony World,8903,Weekday,False,Clear,False,0.0,False,False,0.913,Severe,11.5,73.8,301.7,0.131,0.302,0.94,Heavy congestion detected - signal timing extended and reroute suggested
EVT402587,2026-03-29 13:14:00,Local Market Day,J012,Koramangala Sony World,3739,Weekend,False,Clear,False,0.0,False,False,0.216,Low,34.5,15.5,171.3,0.147,0.339,0.955,Normal free-flow traffic - standard signal timing maintained
EVT402588,2026-06-24 06:51:15,Sports Fixture,J020,Malleshwaram Circle,14215,Weekday,False,Heavy Rain,True,57.7,False,False,0.76,Severe,14.0,53.2,408.8,0.214,0.493,0.93,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402589,2026-06-24 18:30:25,Trade Fair,J040,City Market,8490,Weekday,False,Heavy Rain,True,34.3,False,False,1.0,Severe,8.2,77.1,578.8,0.209,0.484,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT402590,2026-03-20 15:45:40,Religious Festival,J009,Majestic,31129,Weekday,True,Clear,False,0.0,False,True,0.877,High,10.9,91.1,675.1,0.26,0.6,0.876,Road closure for event/procession - full detour recommended for through-traffic
