record_id,timestamp,junction_id,junction_name,neighbor_junction_id,neighbor_junction_name,approach_direction,num_lanes,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,priority_class,incoming_vehicle_count,queue_length_vehicles,requested_green_time_sec,granted_green_time_sec,negotiation_rounds,negotiation_outcome,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
JN106480,2025-01-02 20:13:06,J039,KR Market,J025,Bannerghatta Road,East,3,Weekday,False,Clear,False,0.0,False,Normal,33,28,32.6,37.0,2,Accepted,0.542,19.0,27.0,139.6,0.084,0.194,0.966,Moderate traffic flow - standard adaptive signal timing in effect
JN106481,2025-04-20 23:48:54,J012,Koramangala Sony World,J018,Nagawara,South,2,Weekend,False,Clear,False,0.0,False,Normal,28,26,28.8,54.0,2,Accepted,0.072,34.9,3.2,43.3,0.034,0.078,0.962,Normal free-flow traffic - standard signal timing maintained
JN106482,2025-05-15 17:42:03,J003,KR Puram,J016,Sarjapur Road,East,2,Weekday,False,Clear,False,0.0,False,Normal,69,60,43.7,39.8,2,Counter-Offer Accepted,0.81,11.2,53.4,182.9,0.084,0.194,0.942,Heavy congestion detected - signal timing extended and reroute suggested
JN106483,2026-06-05 04:49:37,J014,Electronic City Toll,J008,Jayanagar 4th Block,North,3,Weekday,False,Heavy Rain,True,33.9,False,Normal,30,28,27.3,40.1,2,Accepted,0.47,22.0,25.8,73.2,0.055,0.128,0.908,Light rain detected - minor speed reduction advised
JN106484,2026-05-15 19:51:12,J014,Electronic City Toll,J041,Chalukya Circle,West,2,Weekday,False,Fog,False,0.0,False,Normal,71,64,46.1,39.8,3,Counter-Offer Accepted,0.731,16.3,47.1,201.7,0.085,0.195,0.953,Moderate traffic flow - standard adaptive signal timing in effect
JN106485,2026-03-21 06:35:26,J003,KR Puram,J008,Jayanagar 4th Block,East,3,Weekend,False,Clear,False,0.0,False,Normal,24,19,22.6,43.4,2,Accepted,0.177,36.6,12.6,43.3,0.039,0.091,0.968,Normal free-flow traffic - standard signal timing maintained
JN106486,2025-05-01 16:18:37,J034,Ulsoor,J002,Marathahalli,South,2,Weekday,True,Clear,False,0.0,False,Normal,45,40,36.8,41.1,2,Accepted,0.594,25.7,42.7,140.5,0.099,0.228,0.927,Festival crowd surge detected - alternate route and extended cycle recommended
JN106487,2025-12-20 07:06:04,J030,MG Road,J038,Varthur,South,4,Weekend,False,Clear,False,0.0,False,Bus,25,18,36.4,33.4,2,Priority Granted (Bus),0.195,41.9,6.9,63.9,0.057,0.132,0.956,Bus priority granted - green extension issued to reduce transit delay
JN106488,2025-05-04 08:45:23,J005,Yeshwantpur,J026,Hosur Road,West,3,Weekend,False,Clear,False,0.0,False,Normal,40,37,29.5,39.2,2,Accepted,0.623,22.3,42.6,80.6,0.042,0.096,0.97,Moderate traffic flow - standard adaptive signal timing in effect
JN106489,2026-01-28 10:19:20,J041,Chalukya Circle,J036,HAL Airport Road,South,3,Weekday,False,Clear,False,0.0,False,Bus,47,38,48.8,44.2,4,Priority Granted (Bus),0.562,20.6,23.1,123.4,0.095,0.22,0.975,Bus priority granted - green extension issued to reduce transit delay
JN106490,2025-06-26 11:51:57,J042,Anand Rao Circle,J006,Tin Factory,West,4,Weekday,False,Rain,True,7.5,False,Bus,31,19,31.3,28.4,3,Priority Granted (Bus),0.337,34.9,8.4,74.3,0.061,0.142,0.921,Bus priority granted - green extension issued to reduce transit delay
JN106491,2025-03-30 17:01:54,J038,Varthur,J017,Whitefield ITPL,West,4,Weekend,True,Clear,False,0.0,False,Normal,45,36,35.0,43.2,1,Accepted,0.641,24.0,47.3,107.1,0.087,0.202,0.914,Festival crowd surge detected - alternate route and extended cycle recommended
JN106492,2026-02-09 21:38:42,J013,HSR BDA Complex,J021,Vijayanagar,West,3,Weekday,False,Clear,False,0.0,False,Normal,18,13,20.1,47.8,1,Accepted,0.206,32.3,14.6,36.8,0.022,0.051,0.976,Normal free-flow traffic - standard signal timing maintained
JN106493,2025-07-09 19:02:36,J002,Marathahalli,J034,Ulsoor,West,4,Weekday,False,Rain,True,24.6,False,Normal,47,41,33.7,29.9,2,Counter-Offer Accepted,0.959,8.4,61.7,415.7,0.143,0.331,0.888,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106494,2026-06-17 10:07:51,J012,Koramangala Sony World,J020,Malleshwaram Circle,South,2,Weekday,False,Rain,True,8.7,False,Bus,52,51,47.1,43.9,4,Priority Granted (Bus),0.794,16.2,33.1,151.1,0.088,0.203,0.897,Bus priority granted - green extension issued to reduce transit delay
JN106495,2026-06-03 19:19:46,J036,HAL Airport Road,J005,Yeshwantpur,South,2,Weekday,False,Clear,False,0.0,False,Normal,64,59,44.6,40.9,2,Counter-Offer Accepted,0.829,14.9,57.7,237.2,0.113,0.262,0.931,Heavy congestion detected - signal timing extended and reroute suggested
JN106496,2026-03-17 08:09:11,J038,Varthur,J040,City Market,East,2,Weekday,False,Clear,False,0.0,False,Bus,70,65,70.1,66.3,2,Priority Granted (Bus),0.758,17.1,31.7,244.7,0.139,0.321,0.951,Bus priority granted - green extension issued to reduce transit delay
JN106497,2025-11-13 18:51:31,J009,Majestic,J039,KR Market,North,2,Weekday,False,Clear,False,0.0,False,Bus,54,51,54.3,50.9,4,Priority Granted (Bus),0.819,17.7,31.5,118.7,0.068,0.158,0.941,Bus priority granted - green extension issued to reduce transit delay
JN106498,2025-12-16 06:10:43,J039,KR Market,J042,Anand Rao Circle,North,4,Weekday,False,Clear,False,0.0,False,Bus,16,10,34.1,30.9,4,Priority Granted (Bus),0.146,33.7,5.6,88.9,0.077,0.178,0.96,Bus priority granted - green extension issued to reduce transit delay
JN106499,2026-01-19 10:37:50,J004,Hebbal,J013,HSR BDA Complex,North,3,Weekday,False,Clear,False,0.0,False,Bus,31,28,42.4,37.7,3,Priority Granted (Bus),0.424,21.9,15.5,145.0,0.079,0.184,0.98,Bus priority granted - green extension issued to reduce transit delay
JN106500,2025-01-30 15:17:07,J033,Trinity Circle,J031,Cubbon Road,South,3,Weekday,False,Clear,False,0.0,False,Normal,22,18,22.6,42.1,2,Accepted,0.189,33.0,11.9,101.1,0.068,0.157,0.965,Normal free-flow traffic - standard signal timing maintained
JN106501,2025-07-01 10:41:40,J034,Ulsoor,J040,City Market,East,3,Weekday,False,Heavy Rain,True,50.6,False,Normal,49,46,36.3,48.8,2,Accepted,0.845,12.5,55.9,180.5,0.073,0.168,0.882,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106502,2025-09-28 14:51:47,J038,Varthur,J008,Jayanagar 4th Block,North,2,Weekend,False,Clear,False,0.0,False,Bus,19,14,38.2,35.5,4,Priority Granted (Bus),0.07,50.8,2.5,46.7,0.056,0.129,0.957,Bus priority granted - green extension issued to reduce transit delay
JN106503,2026-01-11 14:04:34,J031,Cubbon Road,J033,Trinity Circle,West,4,Weekend,False,Clear,False,0.0,False,Normal,14,8,19.1,48.8,1,Accepted,0.061,34.0,5.7,64.0,0.06,0.139,0.96,Normal free-flow traffic - standard signal timing maintained
JN106504,2026-05-17 17:07:23,J035,Domlur,J016,Sarjapur Road,West,2,Weekend,False,Clear,False,0.0,False,Normal,37,30,25.1,38.2,2,Accepted,0.447,28.3,26.9,123.8,0.096,0.221,0.95,Moderate traffic flow - standard adaptive signal timing in effect
JN106505,2025-04-10 19:55:54,J028,Tumkur Road,J013,HSR BDA Complex,North,2,Weekday,False,Clear,False,0.0,False,Normal,59,52,40.7,49.5,2,Accepted,0.654,18.4,44.4,179.6,0.113,0.262,0.972,Moderate traffic flow - standard adaptive signal timing in effect
JN106506,2026-01-28 15:02:00,J005,Yeshwantpur,J011,Indiranagar 100ft Road,West,3,Weekday,False,Fog,False,0.0,False,Normal,31,22,24.4,52.0,2,Accepted,0.162,34.3,8.3,71.8,0.067,0.155,0.93,Normal free-flow traffic - standard signal timing maintained
JN106507,2025-11-07 21:23:26,J041,Chalukya Circle,J006,Tin Factory,East,4,Weekday,False,Clear,False,0.0,False,Normal,31,24,26.5,45.1,2,Accepted,0.256,28.1,18.5,78.7,0.048,0.111,0.976,Moderate traffic flow - standard adaptive signal timing in effect
JN106508,2026-04-13 15:15:19,J031,Cubbon Road,J033,Trinity Circle,North,3,Weekday,False,Clear,False,0.0,False,Normal,17,14,21.2,44.3,2,Accepted,0.134,35.6,2.0,60.7,0.056,0.129,0.955,Normal free-flow traffic - standard signal timing maintained
JN106509,2025-03-01 09:30:32,J024,JP Nagar,J040,City Market,North,4,Weekend,False,Clear,False,0.0,False,Normal,38,32,30.9,36.5,2,Accepted,0.653,23.2,45.6,86.4,0.044,0.101,0.928,Moderate traffic flow - standard adaptive signal timing in effect
JN106510,2025-07-19 17:35:26,J040,City Market,J006,Tin Factory,West,2,Weekend,False,Rain,True,10.5,False,Bus,51,45,51.5,45.9,2,Priority Granted (Bus),0.633,21.3,24.8,109.5,0.074,0.171,0.916,Bus priority granted - green extension issued to reduce transit delay
JN106511,2025-07-31 17:18:41,J027,Mysore Road,J033,Trinity Circle,South,2,Weekday,False,Clear,False,0.0,False,Normal,65,56,44.2,49.2,2,Accepted,0.706,19.4,43.6,208.1,0.126,0.29,0.984,Moderate traffic flow - standard adaptive signal timing in effect
JN106512,2025-03-18 19:13:56,J009,Majestic,J024,JP Nagar,South,4,Weekday,False,Clear,False,0.0,False,Bus,50,43,49.3,43.5,3,Priority Granted (Bus),0.82,14.4,30.2,135.5,0.062,0.143,0.968,Bus priority granted - green extension issued to reduce transit delay
JN106513,2025-02-13 19:51:52,J027,Mysore Road,J032,Richmond Circle,North,3,Weekday,False,Clear,False,0.0,False,Bus,38,32,44.6,40.4,2,Priority Granted (Bus),0.559,21.3,22.1,93.1,0.073,0.168,0.981,Bus priority granted - green extension issued to reduce transit delay
JN106514,2025-12-03 18:51:31,J020,Malleshwaram Circle,J008,Jayanagar 4th Block,West,2,Weekday,False,Clear,False,0.0,False,Bus,66,58,61.5,54.9,2,Priority Granted (Bus),0.901,12.8,31.8,105.5,0.062,0.144,0.926,Bus priority granted - green extension issued to reduce transit delay
JN106515,2025-09-18 16:30:34,J020,Malleshwaram Circle,J022,Rajajinagar,West,2,Weekday,False,Rain,True,14.4,False,Normal,53,44,37.7,45.1,2,Accepted,0.594,22.8,35.0,92.3,0.051,0.117,0.927,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106516,2026-01-14 12:03:44,J020,Malleshwaram Circle,J037,Kadugodi,South,2,Weekday,True,Clear,False,0.0,False,Normal,43,38,33.7,46.2,1,Accepted,0.378,33.3,22.2,125.6,0.097,0.224,0.92,Moderate traffic flow - standard adaptive signal timing in effect
JN106517,2026-03-02 09:58:08,J028,Tumkur Road,J021,Vijayanagar,West,4,Weekday,False,Clear,False,0.0,False,Normal,32,31,29.0,28.6,2,Accepted,0.737,13.1,47.3,184.8,0.09,0.208,0.981,Moderate traffic flow - standard adaptive signal timing in effect
JN106518,2025-01-11 08:20:38,J038,Varthur,J003,KR Puram,East,3,Weekend,False,Clear,False,0.0,False,Bus,38,32,47.9,46.6,3,Priority Granted (Bus),0.593,25.3,26.1,121.2,0.078,0.18,0.962,Bus priority granted - green extension issued to reduce transit delay
JN106519,2025-12-30 14:29:39,J039,KR Market,J041,Chalukya Circle,North,3,Weekday,False,Clear,False,0.0,False,Bus,23,13,38.1,34.6,3,Priority Granted (Bus),0.16,40.9,8.3,30.6,0.017,0.04,0.942,Bus priority granted - green extension issued to reduce transit delay
JN106520,2025-05-13 10:49:04,J026,Hosur Road,J042,Anand Rao Circle,North,4,Weekday,False,Heavy Rain,True,27.8,False,Normal,42,33,29.2,40.0,1,Accepted,0.696,19.8,46.7,208.6,0.129,0.297,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106521,2026-02-01 12:51:46,J005,Yeshwantpur,J040,City Market,West,2,Weekend,False,Clear,False,0.0,False,Normal,19,18,19.9,42.5,1,Accepted,0.081,43.3,4.7,37.1,0.039,0.089,0.988,Normal free-flow traffic - standard signal timing maintained
JN106522,2026-06-22 18:08:59,J024,JP Nagar,J038,Varthur,North,3,Weekday,False,Clear,False,0.0,False,Normal,58,51,43.0,37.3,2,Counter-Offer Accepted,0.942,12.7,66.2,169.7,0.087,0.202,0.906,Heavy congestion detected - signal timing extended and reroute suggested
JN106523,2025-07-03 10:00:24,J036,HAL Airport Road,J033,Trinity Circle,West,3,Weekday,False,Heavy Rain,True,60.3,False,Normal,53,46,42.0,32.5,4,Counter-Offer Accepted,0.953,9.6,69.2,311.2,0.125,0.289,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106524,2026-02-16 21:37:51,J036,HAL Airport Road,J037,Kadugodi,East,3,Weekday,False,Clear,False,0.0,False,Normal,26,16,17.9,42.0,1,Accepted,0.241,37.4,15.9,67.6,0.054,0.125,0.954,Normal free-flow traffic - standard signal timing maintained
JN106525,2025-01-14 08:32:46,J018,Nagawara,J040,City Market,West,4,Weekday,True,Clear,False,0.0,False,Bus,47,37,49.0,48.9,3,Priority Granted (Bus),0.915,10.2,35.7,174.8,0.077,0.179,0.889,Bus priority granted - green extension issued to reduce transit delay
JN106526,2026-03-31 15:57:04,J034,Ulsoor,J013,HSR BDA Complex,North,4,Weekday,False,Clear,False,0.0,False,Normal,26,22,23.4,46.2,1,Accepted,0.293,29.4,16.2,78.5,0.067,0.154,0.962,Moderate traffic flow - standard adaptive signal timing in effect
JN106527,2025-07-09 15:25:42,J008,Jayanagar 4th Block,J005,Yeshwantpur,West,3,Weekday,False,Rain,True,24.0,False,Normal,42,33,28.5,46.2,2,Accepted,0.456,28.1,30.8,77.2,0.059,0.136,0.894,Light rain detected - minor speed reduction advised
JN106528,2026-03-18 11:40:19,J034,Ulsoor,J005,Yeshwantpur,North,4,Weekday,False,Clear,False,0.0,False,Normal,13,11,20.2,45.8,1,Accepted,0.102,31.3,4.2,93.7,0.071,0.163,0.955,Normal free-flow traffic - standard signal timing maintained
JN106529,2025-12-12 10:46:47,J021,Vijayanagar,J020,Malleshwaram Circle,North,4,Weekday,False,Clear,False,0.0,False,Normal,33,26,24.4,41.2,2,Accepted,0.433,29.6,28.0,86.7,0.07,0.162,0.987,Moderate traffic flow - standard adaptive signal timing in effect
JN106530,2025-12-05 16:40:04,J012,Koramangala Sony World,J001,Silk Board,North,4,Weekday,False,Clear,False,0.0,False,Normal,32,25,24.5,39.2,1,Accepted,0.538,27.2,37.4,129.7,0.106,0.246,0.953,Moderate traffic flow - standard adaptive signal timing in effect
JN106531,2026-01-04 20:29:10,J042,Anand Rao Circle,J001,Silk Board,West,2,Weekend,False,Clear,False,0.0,False,Normal,46,41,33.7,56.2,2,Accepted,0.317,31.7,18.6,72.7,0.066,0.152,0.969,Moderate traffic flow - standard adaptive signal timing in effect
JN106532,2025-06-06 19:17:03,J027,Mysore Road,J007,Banashankari,South,4,Weekday,False,Clear,False,0.0,False,Bus,45,40,48.5,43.4,3,Priority Granted (Bus),0.757,17.5,30.8,104.3,0.075,0.172,0.958,Bus priority granted - green extension issued to reduce transit delay
JN106533,2025-04-09 13:56:39,J007,Banashankari,J004,Hebbal,East,2,Weekday,False,Clear,False,0.0,False,Normal,19,16,14.7,47.8,2,Accepted,0.071,39.7,8.2,33.8,0.021,0.049,0.953,Normal free-flow traffic - standard signal timing maintained
JN106534,2026-03-27 12:36:57,J036,HAL Airport Road,J002,Marathahalli,West,2,Weekday,True,Clear,False,0.0,False,Normal,33,29,26.1,51.5,2,Accepted,0.266,29.9,11.3,83.5,0.049,0.114,0.911,Moderate traffic flow - standard adaptive signal timing in effect
JN106535,2026-06-07 09:01:07,J016,Sarjapur Road,J041,Chalukya Circle,South,2,Weekend,False,Clear,False,0.0,False,Normal,58,54,40.9,40.2,1,Accepted,0.71,19.0,51.7,105.3,0.056,0.129,0.984,Moderate traffic flow - standard adaptive signal timing in effect
JN106536,2025-03-24 18:00:21,J032,Richmond Circle,J041,Chalukya Circle,South,2,Weekday,False,Clear,False,0.0,False,Ambulance,61,59,79.0,84.0,1,Preempted (Ambulance),0.809,12.9,7.3,175.2,0.098,0.225,0.959,Ambulance priority active - all conflicting signals preempted for corridor clearance
JN106537,2025-09-30 11:08:38,J012,Koramangala Sony World,J027,Mysore Road,West,4,Weekday,False,Clear,False,0.0,False,Normal,24,18,22.8,41.4,1,Accepted,0.272,31.2,19.5,65.6,0.047,0.109,0.952,Moderate traffic flow - standard adaptive signal timing in effect
JN106538,2025-02-20 07:48:56,J031,Cubbon Road,J028,Tumkur Road,East,3,Weekday,False,Clear,False,0.0,False,Normal,48,44,36.1,32.6,3,Counter-Offer Accepted,0.745,16.7,50.1,172.4,0.111,0.257,0.99,Moderate traffic flow - standard adaptive signal timing in effect
JN106539,2025-08-25 11:57:25,J001,Silk Board,J035,Domlur,South,2,Weekday,False,Rain,True,20.6,False,Normal,39,31,30.6,50.2,2,Accepted,0.392,29.9,29.1,128.7,0.118,0.272,0.925,Light rain detected - minor speed reduction advised
JN106540,2026-03-01 16:03:29,J041,Chalukya Circle,J040,City Market,North,2,Weekend,False,Clear,False,0.0,False,Normal,28,23,25.0,36.1,2,Accepted,0.219,36.1,11.2,77.1,0.065,0.15,0.963,Normal free-flow traffic - standard signal timing maintained
JN106541,2026-05-24 18:42:12,J039,KR Market,J023,Basavanagudi,West,4,Weekend,False,Clear,False,0.0,False,Normal,36,34,36.0,43.8,1,Accepted,0.663,20.5,46.0,148.1,0.093,0.214,0.99,Moderate traffic flow - standard adaptive signal timing in effect
JN106542,2025-02-26 11:07:46,J039,KR Market,J022,Rajajinagar,North,3,Weekday,False,Clear,False,0.0,False,Normal,31,23,28.5,41.4,1,Accepted,0.284,33.4,21.0,83.8,0.065,0.149,0.969,Moderate traffic flow - standard adaptive signal timing in effect
JN106543,2025-08-21 18:01:14,J002,Marathahalli,J037,Kadugodi,South,2,Weekday,False,Heavy Rain,True,52.1,False,Normal,62,59,49.5,41.0,3,Counter-Offer Accepted,0.933,9.8,55.9,180.9,0.077,0.179,0.898,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106544,2025-06-06 18:16:52,J009,Majestic,J029,Old Airport Road,East,3,Weekday,False,Heavy Rain,True,44.0,False,Bus,54,50,54.9,50.0,2,Priority Granted (Bus),0.912,13.6,34.7,178.9,0.092,0.214,0.869,Bus priority granted - green extension issued to reduce transit delay
JN106545,2026-06-12 08:05:55,J025,Bannerghatta Road,J038,Varthur,North,4,Weekday,False,Clear,False,0.0,False,Normal,43,36,34.4,34.1,1,Accepted,0.77,20.3,50.4,157.0,0.097,0.224,0.969,Heavy congestion detected - signal timing extended and reroute suggested
JN106546,2026-02-14 21:32:03,J023,Basavanagudi,J013,HSR BDA Complex,West,2,Weekend,False,Clear,False,0.0,False,Normal,31,20,22.5,53.6,2,Accepted,0.123,32.2,11.5,84.5,0.068,0.158,0.981,Normal free-flow traffic - standard signal timing maintained
JN106547,2025-06-18 18:07:36,J009,Majestic,J040,City Market,West,3,Weekday,False,Rain,True,9.0,False,Normal,63,50,35.7,46.3,2,Accepted,0.921,9.2,52.8,199.5,0.094,0.217,0.877,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106548,2025-08-17 08:00:29,J016,Sarjapur Road,J027,Mysore Road,East,2,Weekend,False,Heavy Rain,True,44.7,False,Normal,61,57,43.8,43.6,1,Accepted,0.86,13.1,50.1,161.4,0.074,0.172,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106549,2026-05-22 13:22:40,J041,Chalukya Circle,J011,Indiranagar 100ft Road,West,3,Weekday,False,Clear,False,0.0,False,Normal,20,13,22.1,44.1,2,Accepted,0.072,40.7,4.6,64.9,0.063,0.145,0.99,Normal free-flow traffic - standard signal timing maintained
JN106550,2026-01-24 10:40:58,J034,Ulsoor,J041,Chalukya Circle,South,2,Weekend,False,Clear,False,0.0,False,Bus,41,32,47.7,42.2,3,Priority Granted (Bus),0.361,31.9,15.7,75.0,0.054,0.126,0.981,Bus priority granted - green extension issued to reduce transit delay
JN106551,2025-10-22 18:58:04,J019,RT Nagar,J037,Kadugodi,West,3,Weekday,True,Clear,False,0.0,False,Normal,60,51,39.3,33.7,2,Counter-Offer Accepted,0.95,11.2,58.4,264.1,0.127,0.294,0.893,Festival crowd surge detected - alternate route and extended cycle recommended
JN106552,2026-06-05 17:14:58,J024,JP Nagar,J001,Silk Board,South,2,Weekday,False,Heavy Rain,True,41.1,False,Bus,66,62,59.7,53.3,4,Priority Granted (Bus),0.905,14.3,39.9,140.8,0.068,0.157,0.89,Bus priority granted - green extension issued to reduce transit delay
JN106553,2025-12-08 09:48:10,J032,Richmond Circle,J002,Marathahalli,South,4,Weekday,False,Clear,False,0.0,False,Bus,43,36,51.7,48.3,4,Priority Granted (Bus),0.826,12.2,31.4,184.4,0.081,0.187,0.91,Bus priority granted - green extension issued to reduce transit delay
JN106554,2025-02-02 09:06:33,J032,Richmond Circle,J040,City Market,West,4,Weekend,False,Clear,False,0.0,False,Normal,35,30,32.1,38.8,1,Accepted,0.646,22.2,42.6,199.3,0.148,0.342,0.96,Moderate traffic flow - standard adaptive signal timing in effect
JN106555,2025-04-01 08:07:21,J011,Indiranagar 100ft Road,J025,Bannerghatta Road,South,2,Weekday,False,Clear,False,0.0,False,Bus,60,53,56.0,53.7,4,Priority Granted (Bus),0.709,16.9,31.9,196.7,0.106,0.244,0.984,Bus priority granted - green extension issued to reduce transit delay
JN106556,2025-03-10 09:45:51,J004,Hebbal,J032,Richmond Circle,East,4,Weekday,False,Clear,False,0.0,False,Normal,43,39,36.4,34.7,1,Accepted,0.828,13.4,58.1,269.1,0.127,0.294,0.928,Heavy congestion detected - signal timing extended and reroute suggested
JN106557,2025-04-13 14:28:04,J009,Majestic,J002,Marathahalli,South,3,Weekend,False,Rain,True,14.7,False,Normal,28,23,21.4,49.1,2,Accepted,0.209,28.9,16.3,101.3,0.086,0.2,0.918,Light rain detected - minor speed reduction advised
JN106558,2026-04-27 07:18:25,J018,Nagawara,J025,Bannerghatta Road,South,4,Weekday,False,Clear,False,0.0,False,Normal,28,25,25.3,38.3,1,Accepted,0.439,24.4,24.7,124.8,0.1,0.231,0.947,Moderate traffic flow - standard adaptive signal timing in effect
JN106559,2026-04-23 21:10:34,J016,Sarjapur Road,J012,Koramangala Sony World,West,4,Weekday,False,Clear,False,0.0,False,Normal,25,21,27.1,41.1,1,Accepted,0.336,29.4,21.9,101.1,0.059,0.137,0.972,Moderate traffic flow - standard adaptive signal timing in effect
JN106560,2025-05-28 20:14:44,J037,Kadugodi,J041,Chalukya Circle,West,3,Weekday,False,Heavy Rain,True,32.6,False,Bus,50,47,53.5,47.5,4,Priority Granted (Bus),0.874,13.9,36.8,176.5,0.081,0.187,0.898,Bus priority granted - green extension issued to reduce transit delay
JN106561,2025-10-28 20:09:18,J031,Cubbon Road,J023,Basavanagudi,South,3,Weekday,False,Clear,False,0.0,False,Normal,40,37,28.1,39.6,1,Accepted,0.556,21.4,36.9,153.6,0.099,0.229,0.97,Moderate traffic flow - standard adaptive signal timing in effect
JN106562,2025-12-26 18:01:47,J006,Tin Factory,J011,Indiranagar 100ft Road,East,2,Weekday,True,Clear,False,0.0,False,Bus,66,60,59.6,55.6,2,Priority Granted (Bus),0.899,11.6,34.9,155.1,0.06,0.139,0.899,Bus priority granted - green extension issued to reduce transit delay
JN106563,2025-08-13 08:49:37,J035,Domlur,J036,HAL Airport Road,West,2,Weekday,False,Clear,False,0.0,False,Bus,73,63,63.3,57.7,2,Priority Granted (Bus),0.855,14.2,32.5,137.6,0.069,0.158,0.932,Bus priority granted - green extension issued to reduce transit delay
JN106564,2025-06-14 19:55:35,J020,Malleshwaram Circle,J022,Rajajinagar,West,2,Weekend,False,Clear,False,0.0,False,Bus,44,39,43.4,43.3,3,Priority Granted (Bus),0.463,30.3,14.9,74.2,0.06,0.138,0.95,Bus priority granted - green extension issued to reduce transit delay
JN106565,2025-08-26 12:59:04,J033,Trinity Circle,J028,Tumkur Road,South,3,Weekday,False,Rain,True,10.6,False,Normal,23,21,25.1,45.8,1,Accepted,0.188,29.1,10.5,73.1,0.07,0.161,0.932,Light rain detected - minor speed reduction advised
JN106566,2025-10-17 15:20:39,J006,Tin Factory,J010,Shivajinagar,South,4,Weekday,False,Rain,True,22.5,False,Bus,26,22,36.9,33.6,4,Priority Granted (Bus),0.427,26.2,18.0,103.9,0.079,0.183,0.936,Bus priority granted - green extension issued to reduce transit delay
JN106567,2026-06-09 19:29:49,J010,Shivajinagar,J026,Hosur Road,South,3,Weekday,False,Clear,False,0.0,False,Normal,48,47,37.8,33.3,4,Counter-Offer Accepted,0.807,14.1,61.0,240.4,0.122,0.282,0.955,Heavy congestion detected - signal timing extended and reroute suggested
JN106568,2025-12-27 13:31:33,J006,Tin Factory,J015,Bellandur,North,2,Weekend,False,Rain,True,7.6,False,Normal,22,17,19.6,41.8,2,Accepted,0.132,37.3,10.7,82.3,0.078,0.18,0.879,Light rain detected - minor speed reduction advised
JN106569,2025-03-20 13:39:47,J040,City Market,J001,Silk Board,East,4,Weekday,False,Clear,False,0.0,False,Bus,19,13,36.0,33.7,2,Priority Granted (Bus),0.125,29.8,5.3,64.9,0.044,0.101,0.972,Bus priority granted - green extension issued to reduce transit delay
JN106570,2025-12-09 10:03:23,J011,Indiranagar 100ft Road,J017,Whitefield ITPL,North,4,Weekday,False,Clear,False,0.0,False,Normal,31,29,26.0,30.4,1,Accepted,0.648,19.4,45.1,174.9,0.126,0.291,0.957,Moderate traffic flow - standard adaptive signal timing in effect
JN106571,2025-09-19 17:45:10,J032,Richmond Circle,J030,MG Road,West,2,Weekday,False,Clear,False,0.0,False,Normal,73,67,52.4,51.1,2,Accepted,0.873,13.2,62.0,248.4,0.109,0.251,0.932,Heavy congestion detected - signal timing extended and reroute suggested
JN106572,2025-07-13 10:26:17,J012,Koramangala Sony World,J022,Rajajinagar,West,4,Weekend,False,Rain,True,22.8,False,Normal,40,35,33.5,42.0,1,Accepted,0.65,24.1,45.7,117.6,0.088,0.204,0.914,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106573,2026-06-25 18:39:50,J003,KR Puram,J005,Yeshwantpur,North,3,Weekday,False,Rain,True,18.6,False,Bus,56,52,54.6,48.8,3,Priority Granted (Bus),0.915,10.9,39.7,229.9,0.109,0.251,0.896,Bus priority granted - green extension issued to reduce transit delay
JN106574,2025-06-15 10:24:40,J025,Bannerghatta Road,J013,HSR BDA Complex,East,3,Weekend,False,Rain,True,20.7,False,Normal,41,35,25.2,31.9,1,Accepted,0.616,21.9,43.2,139.7,0.093,0.214,0.898,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN106575,2026-01-20 10:18:46,J012,Koramangala Sony World,J028,Tumkur Road,North,3,Weekday,False,Clear,False,0.0,False,Bus,33,27,42.7,41.4,2,Priority Granted (Bus),0.57,24.7,21.6,90.6,0.089,0.206,0.967,Bus priority granted - green extension issued to reduce transit delay
JN106576,2026-05-28 07:21:24,J021,Vijayanagar,J034,Ulsoor,North,4,Weekday,False,Clear,False,0.0,False,Normal,40,32,27.0,38.6,2,Accepted,0.488,26.9,28.1,105.4,0.071,0.165,0.964,Moderate traffic flow - standard adaptive signal timing in effect
JN106577,2026-06-13 09:42:19,J038,Varthur,J017,Whitefield ITPL,South,2,Weekend,False,Heavy Rain,True,36.3,False,Normal,66,59,44.9,40.1,4,Counter-Offer Accepted,0.914,13.6,57.9,204.2,0.113,0.261,0.898,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
