trip_id,timestamp,origin_junction_id,origin_junction_name,destination_junction_id,destination_junction_name,vehicle_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_on_route,bus_priority_active,ambulance_priority_active,distance_km,alternate_route_available,recommended_route,recommended_speed_kmph,congestion_index,predicted_waiting_time_sec,predicted_travel_time_sec,estimated_time_saved_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
TRIP212142,2026-01-05 08:07:19,J019,RT Nagar,J032,Richmond Circle,Car,Weekday,False,Clear,False,0.0,False,False,False,3.37,True,Alternate Route,28.0,0.573,38.7,436.8,59.0,0.409,0.945,0.959,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212143,2026-04-19 15:33:22,J034,Ulsoor,J015,Bellandur,Auto-Rickshaw,Weekend,False,Light Rain,True,6.9,False,False,False,4.66,True,Primary Route,25.3,0.412,27.8,659.5,0.0,0.353,0.815,0.917,Light rain detected - minor speed reduction advised
TRIP212144,2026-01-26 13:58:25,J013,HSR BDA Complex,J008,Jayanagar 4th Block,Two-Wheeler,Weekday,True,Clear,False,0.0,True,True,False,10.55,True,Alternate Route,34.8,0.391,24.7,1084.5,128.8,0.473,1.093,0.749,Accident detected nearby - reroute and reduced speed advised
TRIP212145,2025-05-07 08:13:09,J035,Domlur,J001,Silk Board,Delivery Van,Weekday,False,Rain,True,13.0,False,True,False,4.0,True,Alternate Route,29.8,0.457,29.0,464.5,329.5,0.734,1.696,0.908,Bus priority granted - green extension issued to reduce transit delay
TRIP212146,2025-01-14 08:56:48,J012,Koramangala Sony World,J042,Anand Rao Circle,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,4.4,False,Primary Route,9.6,1.0,66.3,1733.6,0.0,0.266,0.614,0.865,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP212147,2025-11-10 14:46:21,J005,Yeshwantpur,J029,Old Airport Road,Car,Weekday,False,Fog,False,0.0,False,False,False,5.19,False,Primary Route,33.4,0.183,15.2,572.3,0.0,0.501,1.157,0.972,Normal free-flow traffic - standard signal timing maintained
TRIP212148,2025-05-13 16:03:25,J015,Bellandur,J031,Cubbon Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,2.21,True,Primary Route,34.1,0.374,23.7,250.9,0.0,0.099,0.229,0.965,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212149,2025-11-28 15:48:19,J029,Old Airport Road,J016,Sarjapur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,1.67,True,Primary Route,35.9,0.33,25.8,201.9,0.0,0.074,0.171,0.945,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212150,2025-01-30 08:17:30,J034,Ulsoor,J017,Whitefield ITPL,Car,Weekday,False,Clear,False,0.0,False,False,False,5.93,True,Alternate Route,26.2,0.444,31.3,830.4,96.8,0.639,1.476,0.971,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212151,2025-01-26 18:56:09,J022,Rajajinagar,J017,Whitefield ITPL,Car,Weekend,True,Clear,False,0.0,False,False,False,3.56,False,Primary Route,12.5,0.936,60.2,1091.3,0.0,0.51,1.178,0.91,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP212152,2025-07-06 18:05:01,J011,Indiranagar 100ft Road,J021,Vijayanagar,Auto-Rickshaw,Weekend,False,Heavy Rain,True,31.9,False,True,False,13.15,False,Primary Route,11.0,0.8,53.8,4577.9,0.0,1.135,2.622,0.893,Bus priority granted - green extension issued to reduce transit delay
TRIP212153,2026-05-09 15:00:20,J030,MG Road,J029,Old Airport Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,3.76,False,Primary Route,42.2,0.184,15.7,345.1,0.0,0.152,0.351,0.956,Bus priority granted - green extension issued to reduce transit delay
TRIP212154,2026-06-27 17:26:38,J040,City Market,J006,Tin Factory,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,True,False,3.73,False,Primary Route,24.9,0.493,31.5,570.2,0.0,0.288,0.665,0.979,Bus priority granted - green extension issued to reduce transit delay
TRIP212155,2025-11-06 16:56:22,J011,Indiranagar 100ft Road,J023,Basavanagudi,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,7.48,True,Alternate Route,26.7,0.493,26.2,1043.5,202.9,0.352,0.813,0.963,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212156,2025-04-19 18:33:07,J006,Tin Factory,J019,RT Nagar,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,6.38,False,Primary Route,27.6,0.545,37.0,834.2,0.0,0.305,0.705,0.955,Bus priority granted - green extension issued to reduce transit delay
TRIP212157,2025-04-14 14:46:53,J020,Malleshwaram Circle,J017,Whitefield ITPL,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,3.45,False,Primary Route,30.6,0.457,33.5,456.5,0.0,0.163,0.377,0.933,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212158,2025-05-10 08:44:48,J034,Ulsoor,J001,Silk Board,Car,Weekend,False,Heavy Rain,True,25.1,False,False,False,3.5,True,Alternate Route,24.2,0.64,37.6,561.8,137.1,0.438,1.012,0.909,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP212159,2025-10-20 18:52:32,J003,KR Puram,J028,Tumkur Road,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,3.47,False,Primary Route,11.4,1.0,64.5,1212.8,0.0,0.21,0.485,0.864,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP212160,2025-06-30 10:33:33,J022,Rajajinagar,J021,Vijayanagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,3.61,True,Primary Route,38.1,0.395,24.8,337.6,0.0,0.16,0.37,0.952,Bus priority granted - green extension issued to reduce transit delay
TRIP212161,2025-04-23 10:24:08,J019,RT Nagar,J033,Trinity Circle,Bus,Weekday,False,Clear,False,0.0,False,False,False,3.42,True,Alternate Route,25.3,0.363,26.0,507.5,157.9,1.251,2.89,0.981,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212162,2025-10-20 19:20:36,J003,KR Puram,J001,Silk Board,Car,Weekday,True,Rain,True,16.7,False,False,False,2.92,True,Alternate Route,19.0,0.671,40.1,611.8,108.6,0.368,0.85,0.88,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP212163,2026-01-08 17:36:14,J035,Domlur,J021,Vijayanagar,Two-Wheeler,Weekday,False,Fog,False,0.0,False,True,False,12.62,True,Alternate Route,33.4,0.435,26.7,1340.7,104.4,0.576,1.331,0.968,Bus priority granted - green extension issued to reduce transit delay
TRIP212164,2026-01-22 10:51:18,J027,Mysore Road,J033,Trinity Circle,Car,Weekday,False,Clear,False,0.0,False,True,False,8.59,True,Primary Route,35.4,0.328,19.7,904.6,0.0,0.863,1.994,0.95,Bus priority granted - green extension issued to reduce transit delay
TRIP212165,2025-09-11 20:50:16,J005,Yeshwantpur,J038,Varthur,Car,Weekday,False,Clear,False,0.0,False,True,False,2.56,True,Primary Route,32.1,0.393,21.3,322.2,0.0,0.266,0.614,0.935,Bus priority granted - green extension issued to reduce transit delay
TRIP212166,2026-01-24 09:44:24,J011,Indiranagar 100ft Road,J035,Domlur,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,3.9,True,Alternate Route,33.6,0.375,22.3,424.9,130.0,0.178,0.411,0.977,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212167,2025-01-04 16:13:38,J026,Hosur Road,J021,Vijayanagar,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,7.12,False,Primary Route,21.8,0.31,16.7,1299.6,0.0,0.515,1.19,0.942,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212168,2026-06-08 16:55:24,J020,Malleshwaram Circle,J011,Indiranagar 100ft Road,Two-Wheeler,Weekday,False,Rain,True,18.9,False,True,False,8.91,True,Alternate Route,26.4,0.505,31.6,1275.1,149.9,0.423,0.977,0.931,Bus priority granted - green extension issued to reduce transit delay
TRIP212169,2025-11-24 19:13:50,J015,Bellandur,J020,Malleshwaram Circle,Car,Weekday,False,Clear,False,0.0,False,True,False,3.62,True,Alternate Route,27.8,0.432,31.4,502.7,156.7,0.404,0.933,0.985,Bus priority granted - green extension issued to reduce transit delay
TRIP212170,2025-03-11 22:10:11,J040,City Market,J023,Basavanagudi,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,2.83,False,Primary Route,33.7,0.242,10.8,307.3,0.0,0.182,0.42,0.974,Normal free-flow traffic - standard signal timing maintained
TRIP212171,2025-08-15 19:10:01,J031,Cubbon Road,J008,Jayanagar 4th Block,Car,Weekday,True,Clear,False,0.0,False,True,False,4.32,True,Alternate Route,24.8,0.576,43.5,719.0,132.3,0.524,1.21,0.932,Bus priority granted - green extension issued to reduce transit delay
TRIP212172,2025-11-12 17:03:40,J034,Ulsoor,J010,Shivajinagar,Car,Weekday,False,Rain,True,8.9,False,False,False,1.76,True,Alternate Route,29.8,0.47,37.7,233.3,100.4,0.223,0.515,0.944,Light rain detected - minor speed reduction advised
TRIP212173,2025-06-27 13:06:33,J015,Bellandur,J039,KR Market,Car,Weekday,False,Clear,False,0.0,False,False,False,4.54,False,Primary Route,47.2,0.129,3.8,378.7,0.0,0.421,0.973,0.977,Normal free-flow traffic - standard signal timing maintained
TRIP212174,2025-11-04 17:05:32,J011,Indiranagar 100ft Road,J005,Yeshwantpur,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,2.38,True,Alternate Route,30.2,0.451,32.3,330.2,93.6,0.112,0.259,0.967,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212175,2025-07-11 08:35:02,J001,Silk Board,J032,Richmond Circle,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,4.34,True,Alternate Route,26.4,0.63,40.3,639.4,290.2,0.226,0.522,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212176,2026-06-18 15:34:18,J042,Anand Rao Circle,J009,Majestic,Car,Weekday,False,Heavy Rain,True,25.9,False,False,False,6.51,False,Primary Route,22.4,0.544,38.7,1048.3,0.0,0.742,1.714,0.894,Light rain detected - minor speed reduction advised
TRIP212177,2026-03-24 06:51:26,J019,RT Nagar,J026,Hosur Road,Delivery Van,Weekday,False,Clear,False,0.0,False,False,False,6.02,True,Primary Route,25.8,0.36,31.2,830.9,0.0,1.034,2.389,0.956,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212178,2025-09-20 15:29:35,J023,Basavanagudi,J033,Trinity Circle,Car,Weekend,False,Clear,False,0.0,False,False,False,9.79,False,Primary Route,38.8,0.173,14.7,932.1,0.0,0.924,2.134,0.99,Normal free-flow traffic - standard signal timing maintained
TRIP212179,2026-01-01 15:54:49,J004,Hebbal,J033,Trinity Circle,Car,Weekday,True,Clear,False,0.0,False,False,False,13.56,False,Primary Route,21.1,0.661,45.2,2400.5,0.0,1.639,3.786,0.924,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP212180,2026-03-02 18:10:49,J042,Anand Rao Circle,J028,Tumkur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,14.67,True,Alternate Route,27.1,0.561,34.7,2004.8,109.8,0.705,1.629,0.988,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212181,2025-12-11 09:00:17,J038,Varthur,J039,KR Market,Car,Weekday,False,Clear,False,0.0,False,True,False,8.12,True,Alternate Route,27.5,0.441,23.3,1105.2,138.8,0.875,2.021,0.966,Bus priority granted - green extension issued to reduce transit delay
TRIP212182,2026-06-10 18:21:41,J011,Indiranagar 100ft Road,J042,Anand Rao Circle,Car,Weekday,False,Clear,False,0.0,False,True,False,4.16,True,Alternate Route,23.5,0.466,30.7,622.9,110.0,0.455,1.051,0.966,Bus priority granted - green extension issued to reduce transit delay
TRIP212183,2026-05-10 17:08:45,J020,Malleshwaram Circle,J005,Yeshwantpur,Car,Weekend,False,Clear,False,0.0,False,True,False,5.3,True,Alternate Route,30.3,0.274,18.4,620.6,117.0,0.531,1.227,0.936,Bus priority granted - green extension issued to reduce transit delay
TRIP212184,2025-11-10 08:57:02,J033,Trinity Circle,J038,Varthur,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,2.71,False,Primary Route,20.3,0.8,45.7,508.9,0.0,0.154,0.356,0.943,Bus priority granted - green extension issued to reduce transit delay
TRIP212185,2026-05-06 18:56:09,J037,Kadugodi,J034,Ulsoor,Car,Weekday,False,Clear,False,0.0,False,False,False,18.81,True,Alternate Route,20.8,0.679,47.2,3401.2,210.9,2.256,5.211,0.952,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212186,2025-08-24 06:04:29,J020,Malleshwaram Circle,J026,Hosur Road,Car,Weekend,False,Heavy Rain,True,51.9,False,False,False,2.75,True,Primary Route,28.7,0.51,28.7,356.4,0.0,0.317,0.732,0.903,Light rain detected - minor speed reduction advised
TRIP212187,2025-10-25 20:24:47,J039,KR Market,J006,Tin Factory,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,1.54,False,Primary Route,25.9,0.413,24.9,223.5,0.0,0.118,0.273,0.97,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212188,2025-04-10 14:40:53,J014,Electronic City Toll,J002,Marathahalli,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,9.54,False,Primary Route,27.6,0.156,11.1,1218.9,0.0,0.612,1.414,0.953,Normal free-flow traffic - standard signal timing maintained
TRIP212189,2025-12-25 21:34:54,J030,MG Road,J006,Tin Factory,Two-Wheeler,Weekday,True,Fog,False,0.0,False,True,False,10.89,True,Primary Route,35.3,0.409,32.1,1106.9,0.0,0.492,1.137,0.895,Bus priority granted - green extension issued to reduce transit delay
TRIP212190,2025-11-10 15:08:24,J040,City Market,J035,Domlur,Two-Wheeler,Weekday,False,Light Rain,True,0.9,False,False,False,2.04,True,Primary Route,33.4,0.319,22.5,238.3,0.0,0.096,0.222,0.955,Light rain detected - minor speed reduction advised
TRIP212191,2026-03-15 17:13:41,J018,Nagawara,J015,Bellandur,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,10.67,True,Alternate Route,25.1,0.375,25.8,1533.7,134.8,0.766,1.769,0.972,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212192,2026-06-06 07:57:22,J006,Tin Factory,J009,Majestic,Car,Weekend,False,Clear,False,0.0,False,True,False,4.18,True,Primary Route,29.3,0.435,24.9,524.6,0.0,0.466,1.076,0.957,Bus priority granted - green extension issued to reduce transit delay
TRIP212193,2025-02-06 15:47:31,J026,Hosur Road,J020,Malleshwaram Circle,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.15,True,Primary Route,30.6,0.376,28.3,420.0,0.0,0.144,0.333,0.971,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212194,2025-08-07 16:25:02,J028,Tumkur Road,J032,Richmond Circle,Auto-Rickshaw,Weekday,False,Rain,True,11.7,False,False,False,3.7,True,Alternate Route,21.3,0.414,26.5,615.6,29.5,0.272,0.628,0.929,Light rain detected - minor speed reduction advised
TRIP212195,2025-10-03 20:13:18,J002,Marathahalli,J024,JP Nagar,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,5.64,False,Primary Route,19.0,0.794,51.0,1090.9,0.0,0.306,0.707,0.902,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP212196,2025-06-14 09:26:45,J021,Vijayanagar,J015,Bellandur,Car,Weekend,False,Fog,False,0.0,False,True,False,12.52,True,Alternate Route,29.2,0.433,29.0,1595.5,39.0,1.336,3.086,0.967,Bus priority granted - green extension issued to reduce transit delay
TRIP212197,2026-06-25 14:29:52,J030,MG Road,J042,Anand Rao Circle,Two-Wheeler,Weekday,False,Heavy Rain,True,37.8,False,False,False,9.47,False,Primary Route,29.7,0.521,39.3,1232.7,0.0,0.449,1.037,0.9,Light rain detected - minor speed reduction advised
TRIP212198,2026-05-24 15:17:00,J024,JP Nagar,J039,KR Market,Car,Weekend,False,Clear,False,0.0,False,False,False,11.87,False,Primary Route,36.0,0.192,15.1,1132.0,0.0,1.146,2.647,0.97,Normal free-flow traffic - standard signal timing maintained
TRIP212199,2026-05-12 15:37:48,J023,Basavanagudi,J024,JP Nagar,Two-Wheeler,Weekday,False,Rain,True,7.7,False,False,False,3.98,True,Primary Route,32.6,0.337,25.7,477.9,0.0,0.178,0.411,0.907,Light rain detected - minor speed reduction advised
TRIP212200,2025-04-02 09:39:15,J010,Shivajinagar,J015,Bellandur,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,6.33,False,Primary Route,11.5,0.926,62.9,2219.7,0.0,0.365,0.843,0.934,Heavy congestion detected - signal timing extended and reroute suggested
TRIP212201,2026-02-05 21:13:14,J018,Nagawara,J016,Sarjapur Road,Car,Weekday,False,Clear,False,0.0,False,True,False,5.4,True,Primary Route,35.1,0.284,18.6,562.2,0.0,0.533,1.231,0.981,Bus priority granted - green extension issued to reduce transit delay
TRIP212202,2025-07-28 17:07:54,J033,Trinity Circle,J015,Bellandur,Car,Weekday,False,Rain,True,21.2,False,False,False,3.38,False,Primary Route,11.6,0.923,66.0,1119.3,0.0,0.49,1.132,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP212203,2025-04-28 14:42:19,J027,Mysore Road,J035,Domlur,Car,Weekday,False,Clear,False,0.0,False,False,False,2.25,False,Primary Route,40.0,0.215,13.3,221.2,0.0,0.233,0.538,0.959,Normal free-flow traffic - standard signal timing maintained
TRIP212204,2026-02-17 22:35:16,J016,Sarjapur Road,J025,Bannerghatta Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,12.02,True,Primary Route,38.0,0.191,9.2,1070.1,0.0,0.479,1.106,0.95,Normal free-flow traffic - standard signal timing maintained
TRIP212205,2026-06-05 09:46:03,J021,Vijayanagar,J025,Bannerghatta Road,Car,Weekday,False,Rain,True,17.1,False,True,False,2.7,True,Alternate Route,32.6,0.481,35.3,345.5,197.6,0.309,0.714,0.93,Bus priority granted - green extension issued to reduce transit delay
TRIP212206,2025-03-05 14:04:05,J003,KR Puram,J029,Old Airport Road,Delivery Van,Weekday,False,Clear,False,0.0,False,True,False,4.16,False,Primary Route,36.9,0.139,12.1,422.9,0.0,0.643,1.485,0.972,Bus priority granted - green extension issued to reduce transit delay
TRIP212207,2026-01-17 09:06:05,J033,Trinity Circle,J022,Rajajinagar,Delivery Van,Weekend,False,Light Rain,True,6.0,False,False,False,10.17,True,Alternate Route,19.3,0.584,44.1,1960.1,172.9,1.883,4.35,0.908,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP212208,2025-10-01 16:18:21,J037,Kadugodi,J006,Tin Factory,Car,Weekday,False,Clear,False,0.0,False,False,False,6.88,False,Primary Route,32.9,0.482,27.1,785.8,0.0,0.765,1.767,0.966,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212209,2026-01-26 06:15:05,J029,Old Airport Road,J042,Anand Rao Circle,Car,Weekday,True,Clear,False,0.0,False,False,False,2.28,True,Primary Route,25.8,0.488,36.0,382.5,0.0,0.299,0.691,0.91,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212210,2025-07-12 13:25:48,J022,Rajajinagar,J006,Tin Factory,Car,Weekend,False,Clear,False,0.0,False,False,False,5.32,False,Primary Route,42.4,0.083,4.3,458.0,0.0,0.469,1.083,0.98,Normal free-flow traffic - standard signal timing maintained
TRIP212211,2025-03-07 18:07:20,J022,Rajajinagar,J004,Hebbal,Car,Weekday,False,Clear,False,0.0,False,False,False,6.46,False,Primary Route,10.3,0.987,60.2,2359.9,0.0,0.921,2.128,0.909,Heavy congestion detected - signal timing extended and reroute suggested
TRIP212212,2026-03-08 15:59:05,J010,Shivajinagar,J038,Varthur,Car,Weekend,False,Clear,False,0.0,False,False,False,16.58,True,Primary Route,33.7,0.342,19.7,1741.6,0.0,1.718,3.969,0.963,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212213,2025-05-25 17:53:43,J011,Indiranagar 100ft Road,J032,Richmond Circle,Car,Weekend,False,Clear,False,0.0,False,False,False,3.39,True,Alternate Route,30.4,0.423,23.3,437.9,43.5,0.392,0.906,0.973,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212214,2026-01-21 18:40:16,J026,Hosur Road,J016,Sarjapur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,3.61,True,Alternate Route,30.2,0.47,32.5,465.3,155.7,0.174,0.402,0.958,Bus priority granted - green extension issued to reduce transit delay
TRIP212215,2025-11-17 09:30:20,J010,Shivajinagar,J042,Anand Rao Circle,Car,Weekday,False,Heavy Rain,True,27.3,False,False,False,10.71,True,Alternate Route,22.3,0.682,50.6,1899.6,213.5,1.322,3.054,0.923,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP212216,2026-02-10 19:36:06,J001,Silk Board,J042,Anand Rao Circle,Two-Wheeler,Weekday,False,Fog,False,0.0,False,False,False,8.25,False,Primary Route,16.9,0.835,59.9,1824.7,0.0,0.455,1.051,0.983,Heavy congestion detected - signal timing extended and reroute suggested
TRIP212217,2025-10-09 07:27:56,J022,Rajajinagar,J028,Tumkur Road,Car,Weekday,False,Clear,False,0.0,False,False,False,10.5,True,Alternate Route,36.2,0.367,18.8,1146.2,59.4,1.078,2.49,0.975,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212218,2026-06-13 07:53:57,J020,Malleshwaram Circle,J028,Tumkur Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,2.52,True,Primary Route,28.4,0.541,31.5,314.6,0.0,0.119,0.275,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212219,2025-07-22 18:18:14,J008,Jayanagar 4th Block,J016,Sarjapur Road,Auto-Rickshaw,Weekday,False,Light Rain,True,5.2,False,True,False,3.56,True,Alternate Route,22.9,0.469,33.9,621.5,189.2,0.272,0.628,0.93,Bus priority granted - green extension issued to reduce transit delay
TRIP212220,2026-05-28 10:05:14,J016,Sarjapur Road,J004,Hebbal,Car,Weekday,False,Clear,False,0.0,False,False,False,7.32,False,Primary Route,16.9,0.799,58.3,1604.0,0.0,0.953,2.201,0.966,Heavy congestion detected - signal timing extended and reroute suggested
TRIP212221,2026-01-21 19:43:17,J004,Hebbal,J015,Bellandur,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.87,True,Alternate Route,32.0,0.528,38.8,501.0,206.1,0.194,0.448,0.956,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212222,2026-02-21 17:52:00,J005,Yeshwantpur,J007,Banashankari,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,3.45,True,Alternate Route,30.7,0.441,28.6,450.1,84.5,0.168,0.388,0.982,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212223,2026-03-10 06:01:00,J027,Mysore Road,J036,HAL Airport Road,Two-Wheeler,Weekday,False,Clear,False,0.0,True,False,False,6.18,True,Alternate Route,34.7,0.365,29.7,661.2,137.2,0.28,0.647,0.787,Accident detected nearby - reroute and reduced speed advised
TRIP212224,2025-05-15 14:39:54,J041,Chalukya Circle,J025,Bannerghatta Road,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,14.99,False,Primary Route,40.5,0.146,12.2,1392.2,0.0,0.95,2.194,0.963,Bus priority granted - green extension issued to reduce transit delay
TRIP212225,2026-03-25 10:31:31,J008,Jayanagar 4th Block,J020,Malleshwaram Circle,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,1.57,False,Primary Route,27.2,0.53,35.0,242.8,0.0,0.148,0.342,0.971,Bus priority granted - green extension issued to reduce transit delay
TRIP212226,2026-06-23 09:23:08,J020,Malleshwaram Circle,J036,HAL Airport Road,Car,Weekday,False,Heavy Rain,True,45.0,False,False,False,1.9,True,Alternate Route,15.7,0.741,44.1,504.7,114.5,0.256,0.591,0.93,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP212227,2025-12-30 07:11:08,J021,Vijayanagar,J007,Banashankari,Car,Weekday,False,Clear,False,0.0,False,False,False,12.52,False,Primary Route,35.0,0.394,24.9,1330.3,0.0,1.325,3.061,0.978,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212228,2025-02-19 11:19:30,J042,Anand Rao Circle,J031,Cubbon Road,Car,Weekday,False,Clear,False,0.0,False,False,False,3.55,False,Primary Route,29.8,0.28,20.4,418.0,0.0,0.368,0.85,0.953,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212229,2025-09-02 07:07:12,J034,Ulsoor,J037,Kadugodi,Car,Weekday,False,Rain,True,8.8,False,False,False,11.45,True,Alternate Route,32.9,0.393,26.5,1203.4,69.1,1.188,2.744,0.928,Light rain detected - minor speed reduction advised
TRIP212230,2025-01-18 15:33:03,J023,Basavanagudi,J021,Vijayanagar,Car,Weekend,False,Clear,False,0.0,False,False,False,4.06,False,Primary Route,37.4,0.172,11.8,397.9,0.0,0.414,0.956,0.973,Normal free-flow traffic - standard signal timing maintained
TRIP212231,2025-07-23 10:32:40,J032,Richmond Circle,J001,Silk Board,Car,Weekday,False,Clear,False,0.0,False,True,False,11.55,False,Primary Route,26.4,0.429,24.2,1623.7,0.0,1.244,2.874,0.966,Bus priority granted - green extension issued to reduce transit delay
TRIP212232,2026-06-16 05:55:11,J039,KR Market,J009,Majestic,Car,Weekday,False,Clear,False,0.0,False,False,False,3.28,False,Primary Route,37.8,0.117,4.5,332.6,0.0,0.301,0.695,0.959,Normal free-flow traffic - standard signal timing maintained
TRIP212233,2025-03-16 16:04:13,J014,Electronic City Toll,J022,Rajajinagar,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,2.25,True,Primary Route,25.4,0.323,23.8,335.5,0.0,0.171,0.395,0.986,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212234,2026-06-21 09:32:30,J025,Bannerghatta Road,J016,Sarjapur Road,Two-Wheeler,Weekend,False,Heavy Rain,True,53.1,False,True,False,4.5,True,Alternate Route,28.9,0.536,41.8,632.2,116.9,0.22,0.508,0.921,Bus priority granted - green extension issued to reduce transit delay
TRIP212235,2026-03-10 08:02:33,J012,Koramangala Sony World,J011,Indiranagar 100ft Road,Bus,Weekday,False,Clear,False,0.0,False,False,False,1.49,False,Primary Route,13.4,0.793,58.6,496.1,0.0,0.714,1.649,0.971,Heavy congestion detected - signal timing extended and reroute suggested
TRIP212236,2025-02-09 13:15:57,J008,Jayanagar 4th Block,J032,Richmond Circle,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,4.14,False,Primary Route,50.1,0.032,2.9,289.9,0.0,0.156,0.36,0.98,Normal free-flow traffic - standard signal timing maintained
TRIP212237,2026-04-09 12:03:16,J013,HSR BDA Complex,J011,Indiranagar 100ft Road,Two-Wheeler,Weekday,False,Fog,False,0.0,False,True,False,10.26,False,Primary Route,36.6,0.145,5.7,967.3,0.0,0.404,0.933,0.975,Bus priority granted - green extension issued to reduce transit delay
TRIP212238,2025-12-13 17:16:15,J041,Chalukya Circle,J003,KR Puram,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,11.26,False,Primary Route,21.3,0.537,38.7,2037.5,0.0,0.861,1.989,0.977,Moderate traffic flow - standard adaptive signal timing in effect
TRIP212239,2025-02-12 19:15:49,J025,Bannerghatta Road,J007,Banashankari,Car,Weekday,False,Clear,False,0.0,False,True,False,13.55,True,Alternate Route,26.5,0.426,31.7,1919.9,197.0,1.442,3.331,0.981,Bus priority granted - green extension issued to reduce transit delay
TRIP212240,2025-10-16 07:52:13,J002,Marathahalli,J034,Ulsoor,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,3.69,True,Alternate Route,18.9,0.493,31.7,745.1,85.6,0.289,0.668,0.978,Moderate traffic flow - standard adaptive signal timing in effect
